start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged,model_label
1997,2006,10,10,70-79,-0.3565917001284124,0.7000582730926275,0.6889498163140039,0.7113458398863503,0,43953,17873,TRUE,Adjusted: Education
1997,2006,10,10,80-89,-0.2071057121408298,0.8129337084824444,0.7994258408912968,0.8266698179911369,1.1947788892594465e-129,21883,15825,TRUE,Adjusted: Education
1998,2007,10,10,18-29,-0.36485951175456455,0.6942941841984299,0.6474451229852406,0.7445332385687802,1.3663648316282273e-24,126528,1324,TRUE,Adjusted: Education
1998,2007,10,10,30-39,-0.46842023978540254,0.6259904023020698,0.5958684054362265,0.6576351090261772,2.352153357883755e-77,117600,2244,TRUE,Adjusted: Education
1998,2007,10,10,40-49,-0.5787178917137488,0.5606166772782959,0.5436571010681681,0.5781053134872024,1.8811910649661872e-298,120372,4637,TRUE,Adjusted: Education
1998,2007,10,10,50-59,-0.5536059653291082,0.5748730958981203,0.5611922706512051,0.5888874342549354,0,92937,7624,TRUE,Adjusted: Education
1998,2007,10,10,60-69,-0.48599241202431626,0.6150864745570335,0.6025986306657163,0.627833108025887,0,59271,10952,TRUE,Adjusted: Education
1998,2007,10,10,70-79,-0.3601721496230469,0.6975562316918869,0.686070194819028,0.7092345652772993,0,42023,16786,TRUE,Adjusted: Education
1998,2007,10,10,80-89,-0.2035476622595345,0.8158313190319365,0.8014332645844585,0.8304880400222614,3.497397219904334e-111,21429,15346,TRUE,Adjusted: Education
1999,2008,10,10,18-29,-0.35514123283599236,0.7010744214873894,0.6510332593668278,0.7549619583827386,5.482377067170796e-21,124017,1278,TRUE,Adjusted: Education
1999,2008,10,10,30-39,-0.47468998901139775,0.6220778775529555,0.5913472929717634,0.6544054404917486,2.5308958036963214e-75,113110,2132,TRUE,Adjusted: Education
1999,2008,10,10,40-49,-0.5784539561605654,0.5607646634796881,0.5433279983011569,0.5787609119918573,4.130017095593362e-282,117240,4418,TRUE,Adjusted: Education
1999,2008,10,10,50-59,-0.5612214318106872,0.5705117968464132,0.556667790137013,0.584700096013839,0,92609,7490,TRUE,Adjusted: Education
1999,2008,10,10,60-69,-0.4787646081655322,0.6195483041416254,0.6066565923540318,0.6327139703128178,0,58579,10567,TRUE,Adjusted: Education
1999,2008,10,10,70-79,-0.3585117996169981,0.6987153812160639,0.6868693141395513,0.7107657510650145,0,40598,15969,TRUE,Adjusted: Education
1999,2008,10,10,80-89,-0.20003029451162915,0.8187059504053559,0.8041061018914168,0.8335708828132345,2.9999980291337717e-105,21188,15022,TRUE,Adjusted: Education
2000,2009,10,10,18-29,-0.3291516776962184,0.7195338712298751,0.6680291342626189,0.7750095995716234,3.754047778706368e-18,124077,1283,TRUE,Adjusted: Education
2000,2009,10,10,30-39,-0.4838161765593413,0.616426505139164,0.5844729584439673,0.6501269746502946,5.414865147099261e-71,111200,2042,TRUE,Adjusted: Education
2000,2009,10,10,40-49,-0.5747256279513472,0.5628592804767516,0.5447031102606054,0.5816206363632348,1.2062868808938245e-258,116441,4289,TRUE,Adjusted: Education
2000,2009,10,10,50-59,-0.557499960436775,0.5726388956806563,0.5587165203759092,0.5869081956369168,0,94207,7541,TRUE,Adjusted: Education
2000,2009,10,10,60-69,-0.4812424486042701,0.6180150626482285,0.6049875480032846,0.6313231056088119,0,59850,10516,TRUE,Adjusted: Education
2000,2009,10,10,70-79,-0.35753639992641945,0.6993972404712976,0.6871973656170283,0.711813700769439,0,39906,15459,TRUE,Adjusted: Education
2000,2009,10,10,80-89,-0.19872376222658825,0.819776315242362,0.8052148519318136,0.8346011072945944,1.0196559978679306e-104,21455,15112,TRUE,Adjusted: Education
2001,2010,10,10,18-29,-0.31241508458819145,0.7316777570268378,0.6781896716698915,0.7893843897823422,7.258797012611223e-16,123897,1246,TRUE,Adjusted: Education
2001,2010,10,10,30-39,-0.4854431419709234,0.615424415939799,0.5832142731024097,0.6494134818067742,4.2718743910596204e-70,109392,1962,TRUE,Adjusted: Education
2001,2010,10,10,40-49,-0.5779909924716913,0.5610243372620108,0.5425956305172883,0.5800789562205108,3.681697187349377e-252,115040,4084,TRUE,Adjusted: Education
2001,2010,10,10,50-59,-0.5677807341915357,0.5667818836464346,0.5530399809516972,0.5808652442758164,0,95522,7490,TRUE,Adjusted: Education
2001,2010,10,10,60-69,-0.4929693540562441,0.6108099876275852,0.5979087753122654,0.6239895723068463,0,61340,10474,TRUE,Adjusted: Education
2001,2010,10,10,70-79,-0.3557562831762921,0.7006433580023385,0.688215980917517,0.7132951409502765,0,39371,14846,TRUE,Adjusted: Education
2001,2010,10,10,80-89,-0.19522185536447584,0.8226521280214344,0.8080922938714726,0.8374742945461534,7.460529979186541e-102,21681,15116,TRUE,Adjusted: Education
2002,2011,10,10,18-29,-0.2855665791087555,0.7515882994333635,0.6964808043326055,0.8110560525590215,1.9803213339899883e-13,125541,1239,TRUE,Adjusted: Education
2002,2011,10,10,30-39,-0.4713876400309711,0.6241355915725012,0.5907798519304936,0.6593746137324039,1.700392821984776e-63,109078,1884,TRUE,Adjusted: Education
2002,2011,10,10,40-49,-0.5762330757429439,0.5620114386965797,0.5430744946729222,0.5816087117404225,4.183053696695234e-238,115015,3939,TRUE,Adjusted: Education
2002,2011,10,10,50-59,-0.5708359539070628,0.5650528830444052,0.5512522316618748,0.5791990350301858,0,98067,7398,TRUE,Adjusted: Education
2002,2011,10,10,60-69,-0.5019248299593869,0.6053643141960348,0.5924555264690258,0.6185543665802816,0,64260,10434,TRUE,Adjusted: Education
2002,2011,10,10,70-79,-0.35939248050156336,0.698100306817962,0.6855176270498061,0.71091394174161,0,39808,14385,TRUE,Adjusted: Education
2002,2011,10,10,80-89,-0.1932027347984696,0.8243148398947754,0.8098425993170546,0.8390457057257442,2.1162765861492582e-101,22442,15290,TRUE,Adjusted: Education
2003,2012,10,10,18-29,-0.2829655096972083,0.7535457774335517,0.6983546822216276,0.8130986347532365,3.0678148712519785e-13,129242,1234,TRUE,Adjusted: Education
2003,2012,10,10,30-39,-0.4739268586227325,0.6225527852706406,0.5884962258455867,0.6585802141574411,3.052995722928964e-61,110545,1788,TRUE,Adjusted: Education
2003,2012,10,10,40-49,-0.5898911579808392,0.5543876221190153,0.5353556450695427,0.5740961889340904,3.303343231501958e-240,116620,3788,TRUE,Adjusted: Education
2003,2012,10,10,50-59,-0.5780376988926502,0.5609981344350714,0.5472112785204206,0.5751323468525437,0,102754,7374,TRUE,Adjusted: Education
2003,2012,10,10,60-69,-0.5097852607312587,0.6006245426400459,0.5877077394663301,0.6138252348848501,0,68661,10420,TRUE,Adjusted: Education
2003,2012,10,10,70-79,-0.36505040559370866,0.694161660365507,0.6813793214167465,0.7071837896687225,5e-324,40736,13928,TRUE,Adjusted: Education
2003,2012,10,10,80-89,-0.19199534678395544,0.8253107088317795,0.8108093247867711,0.8400714511905025,5.298268354617025e-100,23468,15404,TRUE,Adjusted: Education
2004,2013,10,10,18-29,-0.3071330199638262,0.7355527511990585,0.6813852864431655,0.7940263175049233,3.561584300043369e-15,132509,1201,TRUE,Adjusted: Education
2004,2013,10,10,30-39,-0.49650231121533267,0.608655829623569,0.57427021946926,0.6451003488865149,7.418217681078088e-63,112462,1706,TRUE,Adjusted: Education
2004,2013,10,10,40-49,-0.590493764027279,0.5540536454241494,0.5343056606909158,0.5745315174292484,3.843997942114439e-223,117831,3578,TRUE,Adjusted: Education
2004,2013,10,10,50-59,-0.587412516921367,0.5557634544349099,0.5418034091434087,0.5700831926726937,0,106877,7139,TRUE,Adjusted: Education
2004,2013,10,10,60-69,-0.5155575592651388,0.597167545481726,0.5840676570954181,0.6105612475617884,0,72901,10199,TRUE,Adjusted: Education
2004,2013,10,10,70-79,-0.37740421768177296,0.6856388705197666,0.6726570212495498,0.6988712611582448,0,42219,13425,TRUE,Adjusted: Education
2004,2013,10,10,80-89,-0.19064426299464524,0.8264265263633787,0.8117383533374982,0.8413804776735438,2.0304676112696622e-96,24488,15358,TRUE,Adjusted: Education
2005,2014,10,10,18-29,-0.2966726986829459,0.7432872514498806,0.6870173739044563,0.8041658903443554,1.5102692743422925e-13,136292,1135,TRUE,Adjusted: Education
2005,2014,10,10,30-39,-0.5165138750995308,0.5965967376819677,0.5612506169766602,0.6341688661833007,1.0425434367370263e-61,114627,1594,TRUE,Adjusted: Education
2005,2014,10,10,40-49,-0.5968185552115024,0.5505604303847377,0.5298828956275811,0.5720448612450927,4.565750837942878e-205,119489,3293,TRUE,Adjusted: Education
2005,2014,10,10,50-59,-0.5897020997778426,0.5544924435549806,0.5400926672686526,0.5692761420266346,0,111578,6867,TRUE,Adjusted: Education
2005,2014,10,10,60-69,-0.5274013023740427,0.5901365652306132,0.5768087908761923,0.603772291842441,0,77809,9879,TRUE,Adjusted: Education
2005,2014,10,10,70-79,-0.3850675502460859,0.680404673149088,0.6670218829692522,0.6940559688721006,7.6421111e-316,44209,12760,TRUE,Adjusted: Education
2005,2014,10,10,80-89,-0.20058533646941143,0.8182516603384818,0.803324902586572,0.8334557754787495,3.588008001960889e-101,25558,15050,TRUE,Adjusted: Education
1986,1995,10,10,18-29,NA,NA,NA,NA,NA,24357,348,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,30-39,NA,NA,NA,NA,NA,18206,416,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,40-49,NA,NA,NA,NA,NA,11602,449,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,50-59,NA,NA,NA,NA,NA,7118,591,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,60-69,NA,NA,NA,NA,NA,4801,908,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,70-79,NA,NA,NA,NA,NA,2393,925,FALSE,Adjusted: Race/Ethnicity
1986,1995,10,10,80-89,NA,NA,NA,NA,NA,752,471,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,18-29,NA,NA,NA,NA,NA,25963,374,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,30-39,NA,NA,NA,NA,NA,19432,447,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,40-49,NA,NA,NA,NA,NA,12522,489,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,50-59,NA,NA,NA,NA,NA,7677,632,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,60-69,NA,NA,NA,NA,NA,5151,976,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,70-79,NA,NA,NA,NA,NA,2564,988,FALSE,Adjusted: Race/Ethnicity
1987,1996,10,10,80-89,NA,NA,NA,NA,NA,821,521,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,18-29,NA,NA,NA,NA,NA,27858,391,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,30-39,NA,NA,NA,NA,NA,21136,463,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,40-49,NA,NA,NA,NA,NA,13928,540,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,50-59,NA,NA,NA,NA,NA,8434,684,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,60-69,NA,NA,NA,NA,NA,5499,1014,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,70-79,NA,NA,NA,NA,NA,2854,1109,FALSE,Adjusted: Race/Ethnicity
1988,1997,10,10,80-89,NA,NA,NA,NA,NA,955,616,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,18-29,NA,NA,NA,NA,NA,29424,407,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,30-39,NA,NA,NA,NA,NA,22568,484,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,40-49,NA,NA,NA,NA,NA,15036,574,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,50-59,NA,NA,NA,NA,NA,9050,717,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,60-69,NA,NA,NA,NA,NA,5857,1084,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,70-79,NA,NA,NA,NA,NA,3102,1207,FALSE,Adjusted: Race/Ethnicity
1989,1998,10,10,80-89,NA,NA,NA,NA,NA,1045,676,FALSE,Adjusted: Race/Ethnicity
1990,1999,10,10,18-29,-0.33073133542606264,0.7183981512488907,0.6489888438451107,0.7952307787913174,1.7754597811204486e-10,40728,520,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,30-39,-0.3921435335673377,0.6756071346987407,0.6235606272163519,0.7319977890417274,9.02659365834462e-22,34237,732,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,40-49,-0.5337115855542286,0.5864243612364598,0.5507088547398693,0.624456150453637,3.1807327374227393e-62,26971,1080,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,50-59,-0.566401721144157,0.567564022424843,0.5375638527301235,0.5992384307744518,7.068410396871174e-93,17722,1453,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,60-69,-0.44388504075891133,0.6415391674441291,0.6140902301153944,0.6702150322234687,4.449469110035325e-88,11574,2258,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,70-79,-0.3728500473355952,0.6887685077734856,0.6625646095099554,0.7160087491714814,3.510677518348335e-79,7660,3114,TRUE,Adjusted: Race/Ethnicity
1990,1999,10,10,80-89,-0.19878805804219776,0.8197236087499777,0.7857155724765256,0.8552036109252016,3.7470049651708886e-20,3221,2290,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,18-29,-0.4001944438573816,0.6701897190912555,0.6122084368549893,0.733662315865805,4.39074260287398e-18,52547,646,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,30-39,-0.47730969565507597,0.620450348759034,0.5779775635180117,0.6660442542649156,9.650794148435042e-40,45905,957,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,40-49,-0.5834503110555047,0.5579698719076717,0.5295551574165508,0.5879092547705458,4.1560583584060335e-106,39316,1598,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,50-59,-0.562027745563123,0.5700519707456562,0.5463159908554144,0.5948192159672822,6.549053101055038e-148,26708,2237,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,60-69,-0.45410029788757367,0.6350190389836025,0.6127369551462062,0.6581114073255758,4.855744531425189e-137,17341,3350,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,70-79,-0.38850210523541334,0.6780717943776262,0.6579361246786357,0.6988237020046144,8.948601542322956e-141,12225,5010,TRUE,Adjusted: Race/Ethnicity
1991,2000,10,10,80-89,-0.21745576286854862,0.8045631957004542,0.7786183367677703,0.8313725805160389,1.1828428150697232e-38,5435,3851,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,18-29,-0.4508846865667591,0.6370643000141933,0.5849776739003599,0.6937887383744893,3.750375627100142e-25,64044,739,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,30-39,-0.5100659839157087,0.6004559570698234,0.5628794701097256,0.640540960412633,5.55580803314556e-54,57325,1153,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,40-49,-0.6029108899586841,0.5472164286763249,0.5231148486225198,0.5724284458791032,1.0780647111303296e-151,51499,2071,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,50-59,-0.56980033667011,0.5656383646649773,0.5448554328586059,0.587214039331968,1.45140307503361e-195,35961,2983,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,60-69,-0.4762637176959127,0.6210996656749826,0.6023096305829939,0.6404758866767275,8.372639182283238e-203,23119,4459,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,70-79,-0.3827950485304995,0.6819526521624131,0.6647253542923722,0.699626419826312,5.292218885823058e-189,16611,6817,TRUE,Adjusted: Race/Ethnicity
1992,2001,10,10,80-89,-0.21819996562192887,0.8039646602984168,0.7819322739009368,0.8266178498863653,1.8898945793449956e-53,7573,5412,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,18-29,-0.4486209871508286,0.6385080555958552,0.588459150843447,0.6928136583082244,4.6691773299569285e-27,73010,830,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,30-39,-0.5171882710524818,0.5961945308950899,0.5616649070579125,0.6328469416597653,9.683341796363613e-65,66651,1337,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,40-49,-0.5861434749236123,0.5564691893082883,0.534275423268774,0.579584882933397,2.7807287165796515e-175,61897,2480,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,50-59,-0.5746301664899786,0.5629130144109299,0.5442428427449528,0.582223663603959,1.8695082086070784e-244,44081,3618,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,60-69,-0.4893564944424669,0.6130207495450898,0.5962847345226252,0.6302264968659275,4.511064909725845e-263,28215,5394,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,70-79,-0.3830099006449612,0.6818061489319612,0.6663726593045748,0.6975970851003376,9.22970757033326e-236,20679,8481,TRUE,Adjusted: Race/Ethnicity
1993,2002,10,10,80-89,-0.22221124537223902,0.8007461925393969,0.7813101792084997,0.8206656996532389,2.7071454460977828e-70,9677,6942,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,18-29,-0.4331106569100507,0.6484887280756215,0.5986570700448743,0.7024683269999877,2.4869275812223677e-26,83120,935,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,30-39,-0.49747395446348486,0.6080647205163584,0.5748038624032178,0.6432502084985419,2.6453242956448268e-67,76441,1529,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,40-49,-0.5937913836439066,0.5522295964171652,0.532056033565967,0.573168064865587,1.1031990369927564e-214,72850,2897,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,50-59,-0.5738409517445252,0.5633574490164143,0.5463544738374521,0.5808895699766965,7.419303971887546e-295,52666,4356,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,60-69,-0.49552468747218426,0.6092511569696738,0.5938358199195027,0.6250666595342838,2.8951987007e-314,33594,6368,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,70-79,-0.3818515318525718,0.6825963895039885,0.668308779803692,0.6971894505122986,3.428569220073572e-274,24606,10020,TRUE,Adjusted: Race/Ethnicity
1994,2003,10,10,80-89,-0.22729573444366682,0.7966851402113995,0.7790563245489305,0.8147128681628372,3.389037147372576e-88,11781,8432,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,18-29,-0.4477319118621483,0.6390759897604139,0.5906793375099124,0.691437967696642,7.717446317547984e-29,93397,1042,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,30-39,-0.512437545741774,0.5990336258836111,0.5681465541761523,0.6315998615174356,2.8926664261393197e-80,86210,1710,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,40-49,-0.5961911142286223,0.5509059829578997,0.5322403521992174,0.5702262160408513,6.567689676158643e-252,84083,3335,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,50-59,-0.5901809910717712,0.5542269655238454,0.5388756715424263,0.5700155815803722,0,61909,5077,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,60-69,-0.5045809151222345,0.6037585484922398,0.5896149758880458,0.6182413944429236,0,39337,7397,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,70-79,-0.3834557245937333,0.681502251169831,0.6682524202693964,0.6950147942035332,1.355e-320,28665,11573,TRUE,Adjusted: Race/Ethnicity
1995,2004,10,10,80-89,-0.2190388880805788,0.8032904791213372,0.786996669781191,0.8199216319764018,1.8896330061421143e-97,14107,10097,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,18-29,-0.4341465057894747,0.6478173395418878,0.6009657098164058,0.6983215490603237,8.826123043171881e-30,102397,1122,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,30-39,-0.5195555311587722,0.5947848525624635,0.5653498168552761,0.6257524284797157,1.5472455009109408e-89,94515,1851,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,40-49,-0.6066216802544426,0.5451895861826367,0.5276545263540653,0.5633073726018737,1.334961532068879e-289,94652,3701,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,50-59,-0.5846291073074471,0.5573125266281643,0.5430465248240121,0.5719533007550787,0,71267,5857,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,60-69,-0.5118623935098023,0.5993782605097508,0.5862376698548981,0.6128133991468259,0,45049,8399,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,70-79,-0.3843100017807236,0.680920307949574,0.6685366217015456,0.6935333843014674,0,32495,13042,TRUE,Adjusted: Race/Ethnicity
1996,2005,10,10,80-89,-0.2136604188657765,0.80762259185808,0.7923737707613778,0.8231648685857225,5.691735775015232e-107,16490,11789,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,18-29,-0.4028390168853054,0.6684196949472044,0.6213580072369906,0.7190458373266071,2.9407488043223942e-27,110897,1192,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,30-39,-0.5264202227376916,0.590715820298641,0.5616570586362563,0.6212780111735092,5.554585882550328e-93,102121,1965,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,40-49,-0.6126016918980237,0.5419390748437964,0.5250999389393713,0.559318215568219,1.3457109e-316,103650,4005,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,50-59,-0.5872674646417614,0.5558440750378569,0.5421941714071452,0.5698376191555997,0,79073,6491,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,60-69,-0.5140101676009292,0.5980923128678898,0.5853104652875041,0.611153286890151,0,49938,9180,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,70-79,-0.3783688900109807,0.6849777725962515,0.6728898498425698,0.6972828451204836,0,35663,14201,TRUE,Adjusted: Race/Ethnicity
1997,2006,10,10,80-89,-0.21155016685555647,0.8093286785593696,0.7945059869500449,0.8244279095405228,1.954982525018777e-111,18297,13022,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,18-29,-0.42212494041526083,0.6556521168280854,0.6101307222105482,0.7045698284847285,1.3529296870376685e-30,118021,1240,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,30-39,-0.5326946231179637,0.5870210361301007,0.5585396809596022,0.6169547278489254,7.678263249164206e-98,108478,2065,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,40-49,-0.6200591612567414,0.5379126130670882,0.5216908715289631,0.5546387623165433,0,111416,4267,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,50-59,-0.5954228118624224,0.5513294079665494,0.5382948055421585,0.5646796382933699,0,86515,7054,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,60-69,-0.5196259796983791,0.5947429523141432,0.5824010756983147,0.6073463702023975,0,54777,9928,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,70-79,-0.3806211777355241,0.6834367416414443,0.6717496502930749,0.6953271648473375,0,38544,15208,TRUE,Adjusted: Race/Ethnicity
1998,2007,10,10,80-89,-0.20709897672980007,0.8129391839435507,0.7980242904325666,0.8281328334411769,1.6586351258146314e-106,20038,14187,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,18-29,-0.4176729399982025,0.6585775875922043,0.6122207198515941,0.7084445606217067,3.416885485909827e-29,125500,1295,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,30-39,-0.5383877054430916,0.5836885720417849,0.5562572911634932,0.6124725995403499,1.625240175234654e-106,114847,2167,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,40-49,-0.6213473091270982,0.5372201481744681,0.5214390602057584,0.5534788427447582,0,119284,4489,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,50-59,-0.5962858899344571,0.5508537729286765,0.5382365333870165,0.56376678342562625,0,94179,7609,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,60-69,-0.518575085307395,0.595368292872699,0.5834513270621094,0.6075286621473717,0,59752,10739,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,70-79,-0.3821347933390782,0.6824030636181952,0.6711108454210707,0.6938852864809895,0,41507,16242,TRUE,Adjusted: Race/Ethnicity
1999,2008,10,10,80-89,-0.2058047516011419,0.8139919914014591,0.7996746084546156,0.8285657129293696,2.2290051242602124e-114,21911,15422,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,18-29,-0.39526958812403445,0.6734984475894643,0.6258568348555833,0.7247666457299085,4.5733538492035887e-26,125558,1298,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,30-39,-0.5499161939972265,0.5769981642640402,0.5485049452228612,0.6069715222509104,1.6416441462573264e-100,112941,2074,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,40-49,-0.6193433946929561,0.5382977707548136,0.5218782615954847,0.5552338760264409,0,118516,4355,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,50-59,-0.5909257828778028,0.5538143355020455,0.5410216054670762,0.5669095561216677,0,95847,7652,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,60-69,-0.5213451386522521,0.5937213730226196,0.5816880932355343,0.6060035831627897,0,61047,10676,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,70-79,-0.3811515380384191,0.6830743700263916,0.671446641151396,0.6949034612591741,0,40814,15720,TRUE,Adjusted: Race/Ethnicity
2000,2009,10,10,80-89,-0.2048163300039243,0.8147969564225924,0.8004878342180437,0.8293618613755007,1.1831089017478745e-113,22179,15491,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,18-29,-0.37878763785264913,0.6846909996793464,0.6353902377163225,0.7378170724291249,2.9378151294527576e-23,125394,1263,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,30-39,-0.552046152858791,0.5757704898231218,0.5470541655794636,0.6059942100980185,2.8418362707894685e-99,111092,1992,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,40-49,-0.6211001750957283,0.537352929962193,0.5206677678278724,0.5545727797661768,0,117094,4148,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,50-59,-0.601937458182297,0.5477493658834827,0.5350898284324412,0.5607084117160306,0,97229,7599,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,60-69,-0.533689394352104,0.586437374842384,0.5745518201764921,0.5985688018643543,0,62567,10627,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,70-79,-0.3791446781174649,0.6844465810597448,0.6725873399196973,0.696514927533881,0,40268,15084,TRUE,Adjusted: Race/Ethnicity
2001,2010,10,10,80-89,-0.20089947960629725,0.8179946525658686,0.8036690020649203,0.8325756622529346,5.0521108882787485e-110,22402,15480,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,18-29,-0.3533131447613291,0.7023572194533446,0.6517130003309687,0.7569369699050216,2.1810414482544524e-20,127045,1256,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,30-39,-0.5419846674949906,0.5815928377958743,0.5519710190609881,0.6128043272106726,8.421873678266142e-92,110828,1910,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,40-49,-0.6222536711336993,0.5367334528373813,0.5196524998081747,0.5543758559827592,3.3869628293108e-311,117076,3997,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,50-59,-0.6068883184016997,0.5450442372201233,0.5323999267754963,0.5579888455772396,0,99832,7497,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,60-69,-0.543587233350556,0.5806615434017938,0.5688113962598014,0.5927585667284236,0,65547,10576,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,70-79,-0.3856817132380135,0.6799869220760609,0.6679919354545308,0.6921973000764596,0,40725,14618,TRUE,Adjusted: Race/Ethnicity
2002,2011,10,10,80-89,-0.1997958751550069,0.8188978934242133,0.8046468446561948,0.8334013416048899,3.2716633658272355e-110,23178,15641,TRUE,Adjusted: Race/Ethnicity
