survey,term,covariate,covariate_label,level,reference,year,coefficient,se,ci_lower,ci_upper,n_unweighted
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2022,0.180253,0.042906,0.095749,0.264756,10768
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2022,0.469887,0.04549,0.380295,0.559479,10768
MEPS,age,age,Age,age,NA,2023,-0.01046,7.94e-4,-0.01203,-0.008891,9559
MEPS,sexFemale,sex,Sex,Female,Male,2023,-0.088295,0.02248,-0.132719,-0.043871,9559
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2023,-0.066205,0.039973,-0.145196,0.012786,9559
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2023,-0.266953,0.153,-0.569299,0.035394,9559
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2023,-0.029168,0.047582,-0.123196,0.064859,9559
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2023,0.018074,0.043469,-0.067826,0.103974,9559
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2023,-0.23544,0.088203,-0.40974,-0.061139,9559
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2023,0.120865,0.053929,0.014294,0.227435,9559
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2023,0.395253,0.053316,0.289894,0.500611,9559
NHIS,age,age,Age,age,NA,1983,-0.021406,3.93e-4,-0.022184,-0.020629,37650
NHIS,sexFemale,sex,Sex,Female,Male,1983,-0.118411,0.009558,-0.1373,-0.099522,37650
NHIS,age,age,Age,age,NA,1984,-0.014774,0.001229,-0.017203,-0.012345,16078
NHIS,sexFemale,sex,Sex,Female,Male,1984,-0.013588,0.023689,-0.060403,0.033228,16078
NHIS,age,age,Age,age,NA,1985,-0.020817,4.29e-4,-0.021667,-0.019968,33528
NHIS,sexFemale,sex,Sex,Female,Male,1985,-0.108576,0.012976,-0.134262,-0.082889,33528
NHIS,age,age,Age,age,NA,1987,-0.02044,3.43e-4,-0.021118,-0.019763,43962
NHIS,sexFemale,sex,Sex,Female,Male,1987,-0.121087,0.011839,-0.144445,-0.097729,43962
NHIS,age,age,Age,age,NA,1988,-0.019362,3.81e-4,-0.020114,-0.018611,43662
NHIS,sexFemale,sex,Sex,Female,Male,1988,-0.125292,0.010608,-0.146222,-0.104362,43662
NHIS,age,age,Age,age,NA,1989,-0.01903,3.09e-4,-0.019639,-0.01842,42258
NHIS,sexFemale,sex,Sex,Female,Male,1989,-0.130017,0.01124,-0.152193,-0.107841,42258
NHIS,age,age,Age,age,NA,1990,-0.018611,3.91e-4,-0.019382,-0.01784,40999
NHIS,sexFemale,sex,Sex,Female,Male,1990,-0.124976,0.01301,-0.150645,-0.099307,40999
NHIS,age,age,Age,age,NA,1991,-0.018726,3.83e-4,-0.019481,-0.017971,43635
NHIS,sexFemale,sex,Sex,Female,Male,1991,-0.133016,0.012662,-0.157997,-0.108035,43635
NHIS,age,age,Age,age,NA,1992,-0.018098,4.33e-4,-0.018952,-0.017245,24000
NHIS,sexFemale,sex,Sex,Female,Male,1992,-0.109419,0.014751,-0.138522,-0.080315,24000
NHIS,age,age,Age,age,NA,1993,-0.01822,3.8e-4,-0.01897,-0.017471,44244
NHIS,sexFemale,sex,Sex,Female,Male,1993,-0.120105,0.009336,-0.138525,-0.101685,44244
NHIS,age,age,Age,age,NA,1997,-0.017312,3.83e-4,-0.018065,-0.016559,35774
NHIS,sexFemale,sex,Sex,Female,Male,1997,-0.066271,0.011117,-0.088139,-0.044403,35774
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1997,0.449535,0.016926,0.41624100000000003,0.482829,35774
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1997,0.847883,0.019238,0.810039,0.885726,35774
NHIS,age,age,Age,age,NA,1998,-0.017689,3.93e-4,-0.018463,-0.016916,32086
NHIS,sexFemale,sex,Sex,Female,Male,1998,-0.060405,0.012424,-0.084843,-0.035967,32086
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1998,0.45088,0.018448,0.414591,0.487169,32086
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1998,0.834704,0.020256,0.794859,0.87455,32086
NHIS,age,age,Age,age,NA,1999,-0.018477,3.8e-4,-0.019224,-0.01773,30470
NHIS,sexFemale,sex,Sex,Female,Male,1999,-0.074118,0.01263,-0.098963,-0.049273,30470
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,1999,-0.238796,0.024749,-0.287481,-0.19011,30470
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,1999,-0.245338,0.083273,-0.40915,-0.081525,30470
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,1999,-0.097704,0.041658,-0.179653,-0.015755,30470
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,1999,-0.021855,0.022679,-0.066468,0.022758,30470
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,1999,-0.283211,0.069269,-0.419475,-0.146946,30470
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,1999,0.389421,0.018634,0.352764,0.426077,30470
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,1999,0.771885,0.02097,0.730634,0.813135,30470
NHIS,age,age,Age,age,NA,2000,-0.019019,3.63e-4,-0.019733,-0.018304,32024
NHIS,sexFemale,sex,Sex,Female,Male,2000,-0.058512,0.012919,-0.083927,-0.033097,32024
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2000,-0.211157,0.020502,-0.251488,-0.170826,32024
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2000,-0.093729,0.110624,-0.311347,0.123888,32024
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2000,-0.043254,0.039103,-0.120177,0.033669,32024
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2000,-0.068902,0.022459,-0.113084,-0.02472,32024
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2000,-0.328351,0.081954,-0.489568,-0.167133,32024
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2000,0.44557,0.021372,0.403527,0.487613,32024
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2000,0.823978,0.023785,0.777189,0.870767,32024
NHIS,age,age,Age,age,NA,2001,-0.018701,3.85e-4,-0.019459,-0.017943,32953
NHIS,sexFemale,sex,Sex,Female,Male,2001,-0.053637,0.011966,-0.077177,-0.030097,32953
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2001,-0.234841,0.023028,-0.28014,-0.189541,32953
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2001,-0.304641,0.122166,-0.544962,-0.064319,32953
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2001,-0.112828,0.033825,-0.179367,-0.046289,32953
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2001,-0.048436,0.01934,-0.086481,-0.010391,32953
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2001,-0.319375,0.062179,-0.441693,-0.197058,32953
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2001,0.41909,0.01943,0.380869,0.457312,32953
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2001,0.792013,0.02177,0.749189,0.834838,32953
NHIS,age,age,Age,age,NA,2002,-0.018827,4.06e-4,-0.019626,-0.018029,30618
NHIS,sexFemale,sex,Sex,Female,Male,2002,-0.045725,0.013441,-0.072165000000000007,-0.019284,30618
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2002,-0.236417,0.021326,-0.278369,-0.194465,30618
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2002,-0.290204,0.089434,-0.466137,-0.11427,30618
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2002,-0.070812,0.040468,-0.15042,0.008796,30618
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2002,-0.040688,0.021073,-0.082141,7.66e-4,30618
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2002,-0.166122,0.058501,-0.281204,-0.051041,30618
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2002,0.3975,0.019891,0.358371,0.436629,30618
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2002,0.797562,0.023259,0.751808,0.843317,30618
NHIS,age,age,Age,age,NA,2003,-0.018811,3.71e-4,-0.019541,-0.018081,30385
NHIS,sexFemale,sex,Sex,Female,Male,2003,-0.057725,0.013486,-0.084254,-0.031196,30385
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2003,-0.245345,0.023405,-0.291386,-0.199304,30385
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2003,-0.390519,0.092457,-0.572398,-0.208641,30385
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2003,-0.042046,0.0446,-0.129782,0.045691,30385
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2003,-0.097052,0.022828,-0.141959,-0.052144,30385
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2003,-0.249638,0.084808,-0.41647,-0.082805,30385
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2003,0.354746,0.023147,0.309211,0.40028,30385
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2003,0.738789,0.026285,0.687083,0.790496,30385
NHIS,age,age,Age,age,NA,2004,-0.019249,3.82e-4,-0.019999,-0.018498,30936
NHIS,sexFemale,sex,Sex,Female,Male,2004,-0.048265,0.011447,-0.070784,-0.025746,30936
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2004,-0.225308,0.021942,-0.268473,-0.182144,30936
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2004,-0.405082,0.098728,-0.599297,-0.210867,30936
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2004,-0.030538,0.037085,-0.103491,0.042415,30936
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2004,-0.053353,0.023803,-0.100178,-0.006529,30936
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2004,-0.160193,0.06284,-0.283811,-0.036575,30936
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2004,0.409036,0.021223,0.367286,0.450787,30936
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2004,0.796593,0.023996,0.749389,0.843798,30936
NHIS,age,age,Age,age,NA,2005,-0.018802,3.98e-4,-0.019584,-0.01802,31060
NHIS,sexFemale,sex,Sex,Female,Male,2005,-0.046913,0.013276,-0.07303,-0.020796,31060
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2005,-0.239204,0.021418,-0.281338,-0.197071,31060
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2005,-0.266944,0.109513,-0.482376,-0.051513,31060
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2005,-0.058763,0.03871,-0.134912,0.017387,31060
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2005,-0.086641,0.021465,-0.128866,-0.044416,31060
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2005,-0.260296,0.073215,-0.404323,-0.116269,31060
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2005,0.363406,0.020576,0.322929,0.403884,31060
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2005,0.778262,0.023985,0.731079,0.825446,31060
NHIS,age,age,Age,age,NA,2006,-0.018318,4.65e-4,-0.019233,-0.017403,23941
NHIS,sexFemale,sex,Sex,Female,Male,2006,-0.038171,0.015869,-0.069403,-0.006938,23941
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2006,-0.229957,0.021163,-0.271608,-0.188305,23941
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2006,-0.087254,0.07349,-0.231893,0.057385,23941
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2006,-0.064907,0.039595,-0.142835,0.013021,23941
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2006,-0.085832,0.026068,-0.137138,-0.034526,23941
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2006,-0.171619,0.07676,-0.322694,-0.020544,23941
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2006,0.349583,0.023116,0.304088,0.395078,23941
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2006,0.772204,0.024535,0.723916,0.820493,23941
NHIS,age,age,Age,age,NA,2007,-0.018775,4.85e-4,-0.019729,-0.01782,23123
NHIS,sexFemale,sex,Sex,Female,Male,2007,-0.024506,0.017617,-0.059179,0.010168,23123
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2007,-0.200347,0.026172,-0.251857,-0.148838,23123
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2007,-0.36978,0.101883,-0.570301,-0.169258,23123
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2007,-0.117035,0.035967,-0.187822,-0.046247,23123
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2007,-0.033895,0.024393,-0.081905,0.014115,23123
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2007,-0.320722,0.083034,-0.484145,-0.157299,23123
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2007,0.404884,0.025524,0.35465,0.455118,23123
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2007,0.814465,0.027427,0.760485,0.868444,23123
NHIS,age,age,Age,age,NA,2008,-0.018202,4.93e-4,-0.019172,-0.017231,21620
NHIS,sexFemale,sex,Sex,Female,Male,2008,-0.082281000000000007,0.017105,-0.115945,-0.048616,21620
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2008,-0.216342,0.024273,-0.264114,-0.16857,21620
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2008,-0.246496,0.122512,-0.487617,-0.005374,21620
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2008,-0.052712,0.033708,-0.119054,0.013631,21620
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2008,-0.071345,0.027947,-0.126348,-0.016342,21620
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2008,-0.267905,0.074136,-0.413815,-0.121996,21620
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2008,0.383441,0.028199,0.327941,0.438941,21620
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2008,0.785689,0.029934,0.726774,0.844604,21620
NHIS,age,age,Age,age,NA,2009,-0.018294,4.77e-4,-0.019232,-0.017355,27580
NHIS,sexFemale,sex,Sex,Female,Male,2009,-0.01948,0.015588,-0.05016,0.0112,27580
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2009,-0.273741,0.023892,-0.320765,-0.226718,27580
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2009,-0.372026,0.118495,-0.605242,-0.138809,27580
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2009,-0.020173,0.032907,-0.084939,0.044594,27580
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2009,-0.076583,0.024755,-0.125304,-0.027863,27580
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2009,-0.351615,0.067251,-0.483976,-0.219254,27580
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2009,0.388538,0.027036,0.335327,0.441748,27580
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2009,0.791708,0.030217,0.732236,0.851179,27580
NHIS,age,age,Age,age,NA,2010,-0.016314,4.28e-4,-0.017156,-0.015472,27019
NHIS,sexFemale,sex,Sex,Female,Male,2010,-0.043579,0.013556,-0.07026,-0.016898,27019
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2010,-0.284538,0.022832,-0.329475,-0.239601,27019
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2010,-0.530915,0.121585,-0.770212,-0.291618,27019
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2010,-0.05018,0.03222,-0.113595,0.013234,27019
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2010,-0.0575,0.020767999999999998,-0.098375,-0.016624,27019
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2010,-0.295609,0.062837,-0.419282,-0.171936,27019
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2010,0.400661,0.023424,0.354559,0.446762,27019
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2010,0.810854,0.024837,0.761972,0.859737,27019
NHIS,age,age,Age,age,NA,2011,-0.017011,4.14e-4,-0.017826,-0.016196,32820
NHIS,sexFemale,sex,Sex,Female,Male,2011,-0.049858,0.013902,-0.077219,-0.022498,32820
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2011,-0.242882,0.019665,-0.281586,-0.204178,32820
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2011,-0.349577,0.076024,-0.499203,-0.19995,32820
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2011,-0.109151,0.027396,-0.16307,-0.055231,32820
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2011,-0.063464,0.020726,-0.104255,-0.022672,32820
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2011,-0.287712,0.054261,-0.394505,-0.180919,32820
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2011,0.384773,0.022506,0.340478,0.429069,32820
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2011,0.816986,0.023356,0.771018,0.862954,32820
NHIS,age,age,Age,age,NA,2012,-0.016572,4.14e-4,-0.017386,-0.015757,34355
NHIS,sexFemale,sex,Sex,Female,Male,2012,-0.056493,0.013071,-0.082218,-0.030767,34355
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2012,-0.267639,0.020969,-0.30891,-0.226368,34355
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2012,-0.266207,0.08988,-0.443103,-0.08931,34355
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2012,-0.087555,0.028791,-0.14422,-0.03089,34355
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2012,-0.068924,0.021619,-0.111474,-0.026375,34355
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2012,-0.255003,0.057554,-0.368277,-0.141729,34355
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2012,0.358202,0.023061,0.312814,0.40359,34355
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2012,0.795115,0.026505,0.742949,0.847281,34355
NHIS,age,age,Age,age,NA,2013,-0.017536,4.14e-4,-0.018351,-0.016721,34380
NHIS,sexFemale,sex,Sex,Female,Male,2013,-0.039864,0.015027,-0.06944,-0.010289,34380
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2013,-0.198151,0.02186,-0.241175,-0.155128,34380
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2013,-0.389241,0.102634,-0.59124,-0.187242,34380
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2013,-0.096179,0.026218,-0.147779,-0.044579,34380
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2013,-0.039494,0.020602,-0.080042,0.001054,34380
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2013,-0.130094,0.057487,-0.243236,-0.016952,34380
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2013,0.365578,0.023371,0.319579,0.411576,34380
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2013,0.784701,0.025675,0.734168,0.835233,34380
NHIS,age,age,Age,age,NA,2014,-0.016886,3.97e-4,-0.017667,-0.016105,36513
NHIS,sexFemale,sex,Sex,Female,Male,2014,-0.023109,0.01346,-0.049601,0.003382,36513
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2014,-0.221867,0.02177,-0.264713,-0.179022,36513
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2014,-0.268389,0.108625,-0.482179,-0.0546,36513
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2014,-0.069087,0.029317,-0.126787,-0.011386,36513
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2014,-0.040011,0.021837,-0.082988,0.002967,36513
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2014,-0.153485,0.061958,-0.275428,-0.031543,36513
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2014,0.346292,0.024231,0.298601,0.39398300000000003,36513
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2014,0.774174,0.024473,0.726007,0.822341,36513
NHIS,age,age,Age,age,NA,2015,-0.016613,3.96e-4,-0.017393,-0.015834,33514
NHIS,sexFemale,sex,Sex,Female,Male,2015,-0.026337,0.014897,-0.055656,0.002981,33514
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2015,-0.207951,0.022519,-0.252271,-0.163631,33514
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2015,-0.324476,0.120437,-0.561514,-0.087437,33514
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2015,-0.037365,0.029007,-0.094455,0.019726,33514
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2015,-0.05748,0.022787,-0.102328,-0.012631,33514
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2015,-0.171007,0.063161,-0.295316,-0.046697,33514
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2015,0.382225,0.027259,0.328575,0.435875,33514
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2015,0.791599,0.029203,0.734124,0.849074,33514
NHIS,age,age,Age,age,NA,2016,-0.015977,4.06e-4,-0.016774,-0.01518,32905
NHIS,sexFemale,sex,Sex,Female,Male,2016,-0.04516,0.014289,-0.073224,-0.017096,32905
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2016,-0.179435,0.029063,-0.236514,-0.122356,32905
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2016,-0.390273,0.08231,-0.551927,-0.228619,32905
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2016,0.002125,0.033097,-0.062877,0.067126,32905
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2016,-0.07177,0.027247,-0.125281,-0.018259,32905
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2016,-0.189401,0.053563,-0.294596,-0.084206,32905
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2016,0.338873,0.027193,0.285467,0.392279,32905
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2016,0.731969,0.028089,0.676804,0.787135,32905
NHIS,age,age,Age,age,NA,2017,-0.016811,4.53e-4,-0.017701,-0.015921,26643
NHIS,sexFemale,sex,Sex,Female,Male,2017,-0.05535,0.014893,-0.084614,-0.026087,26643
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2017,-0.185865,0.03256,-0.249845,-0.121885,26643
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2017,-0.226778,0.080319,-0.384604,-0.068952,26643
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2017,-0.032187,0.032517,-0.096082,0.031709,26643
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2017,-0.036482,0.030358,-0.096136,0.023172,26643
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2017,-0.243479,0.063018,-0.367308,-0.119649,26643
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2017,0.362653,0.032214,0.299353,0.425953,26643
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2017,0.754199,0.033664,0.688049,0.820349,26643
NHIS,age,age,Age,age,NA,2018,-0.016684,4.41e-4,-0.017551,-0.015818,25303
NHIS,sexFemale,sex,Sex,Female,Male,2018,-0.018358,0.015277,-0.048377,0.011661,25303
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2018,-0.195454,0.02702,-0.248547,-0.142362,25303
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2018,-0.42128,0.100104,-0.617981,-0.224579,25303
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2018,-0.046104,0.032122,-0.109223,0.017016,25303
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2018,-0.03518,0.025923,-0.086117,0.015757,25303
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2018,-0.331098,0.056487,-0.442094,-0.220103,25303
NHIS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2018,0.316049,0.029494,0.258095,0.374003,25303
NHIS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2018,0.699206,0.031211,0.637877,0.760534,25303
NHIS,age,age,Age,age,NA,2019,-0.015869,4.18e-4,-0.016691,-0.015047,31730
NHIS,sexFemale,sex,Sex,Female,Male,2019,-0.006722,0.013778,-0.033786,0.020342,31730
NHIS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2019,-0.182439,0.024739,-0.231034,-0.133843,31730
NHIS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2019,-0.238145,0.086976,-0.408993,-0.067297,31730
NHIS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2019,0.027846,0.029496,-0.030093,0.085786,31730
NHIS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2019,-0.031282,0.02278,-0.076029,0.013464,31730
NHIS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2019,-0.247868,0.053929,-0.353801,-0.141936,31730
