survey,term,covariate,covariate_label,level,reference,year,coefficient,se,ci_lower,ci_upper,n_unweighted
GSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2021,0.00834,0.054804,-0.099109,0.115789,3643
GSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2021,0.21573,0.066511,0.085328,0.346132,3643
GSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2021,0.512322,0.066064,0.382796,0.641849,3643
GSS,age,age,Age,age,NA,2022,-0.005601,0.001157,-0.007869,-0.003334,3302
GSS,sexFemale,sex,Sex,Female,Male,2022,-0.041148,0.040501,-0.120558,0.038262,3302
GSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2022,-0.0716,0.060589,-0.190395,0.047196,3302
GSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2022,0.029992,0.064406,-0.096289,0.156272,3302
GSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2022,-0.049382,0.093523,-0.232751,0.133988,3302
GSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2022,-0.009537,0.077464,-0.161418,0.142345,3302
GSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2022,0.303309,0.079736,0.146972,0.45964699999999997,3302
GSS,age,age,Age,age,NA,2024,-0.00527,0.001073,-0.007374,-0.003166,3132
GSS,sexFemale,sex,Sex,Female,Male,2024,0.024315,0.036379,-0.047014,0.095645,3132
GSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2024,-0.046304,0.052224,-0.148702,0.056093,3132
GSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2024,-0.061994,0.056483,-0.172741,0.048753,3132
GSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2024,-0.153079,0.084316,-0.3184,0.012242,3132
GSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2024,0.256809,0.075705,0.108373,0.405245,3132
GSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2024,0.548879,0.077776,0.396382,0.701375,3132
