survey,term,covariate,covariate_label,level,reference,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,40-49,2025,-0.1591,0.030102,-0.218103,-0.100097,19092
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,40-49,2025,-0.109903,0.077388,-0.261591,0.041784,19092
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,40-49,2025,0.013332,0.027594,-0.040756,0.067419,19092
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,40-49,2025,-0.015282,0.02459,-0.063481,0.032916,19092
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,40-49,2025,-0.104112,0.06485,-0.231223,0.023,19092
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,40-49,2025,0.216836,0.034814,0.148598,0.285074,19092
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,40-49,2025,0.555933,0.035011,0.487308,0.624557,19092
CPS,sexFemale,sex,Sex,Female,Male,50-59,1996,-0.08068,0.022609,-0.124997,-0.036363,11860
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1996,-0.480794,0.040357,-0.5599,-0.401688,11860
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1996,-0.422716,0.134622,-0.686598,-0.158834,11860
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1996,-0.044911,0.046163,-0.135398,0.045575,11860
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1996,0.681992,0.033167,0.616979,0.747005,11860
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1996,1.060906,0.037645,0.987115,1.134696,11860
CPS,sexFemale,sex,Sex,Female,Male,50-59,1997,-0.043338,0.022066,-0.08659,-8.6e-5,12548
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1997,-0.422167,0.040988,-0.502509,-0.341825,12548
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1997,-0.41286,0.128907,-0.665538,-0.160182,12548
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1997,-0.084056,0.045016,-0.172294,0.004182,12548
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1997,0.622825,0.034486,0.555227,0.690424,12548
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1997,1.064385,0.037986,0.989926,1.138844,12548
CPS,sexFemale,sex,Sex,Female,Male,50-59,1998,-0.054368,0.021249,-0.096019,-0.012718,13216
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1998,-0.417205,0.039287,-0.494212,-0.340197,13216
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1998,-0.531122,0.119239,-0.764847,-0.297397,13216
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1998,-0.094187,0.042699,-0.177883,-0.010491,13216
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1998,0.624092,0.033372,0.558679,0.689506,13216
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1998,1.05497,0.035992,0.98442,1.125519,13216
CPS,sexFemale,sex,Sex,Female,Male,50-59,1999,-0.044377,0.021027,-0.085593,-0.00316,13574
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1999,-0.400107,0.038239,-0.47506,-0.325154,13574
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1999,-0.288841,0.119752,-0.523571,-0.05411,13574
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1999,-0.132009,0.043076,-0.216444,-0.047574,13574
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1999,0.58645,0.035246,0.517364,0.655537,13574
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1999,1.011374,0.037837,0.937209,1.085539,13574
CPS,sexFemale,sex,Sex,Female,Male,50-59,2000,-0.040684,0.020837,-0.081527,1.58e-4,14239
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2000,-0.309817,0.037726,-0.383765,-0.235869,14239
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2000,-0.243261,0.120394,-0.479249,-0.007272,14239
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2000,-0.014492,0.039085,-0.091103,0.062119,14239
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2000,0.569325,0.034873,0.500969,0.63768,14239
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2000,1.016616,0.037299,0.943505,1.089728,14239
CPS,sexFemale,sex,Sex,Female,Male,50-59,2001,-0.029883,0.018251,-0.065657,0.005891,20416
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2001,-0.344461,0.027206,-0.397787,-0.291135,20416
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2001,-0.391097,0.089586,-0.566692,-0.215502,20416
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2001,-0.016911,0.035994,-0.087461,0.053639,20416
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2001,0.617783,0.030977,0.557066,0.678501,20416
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2001,1.126757,0.032982,1.06211,1.191403,20416
CPS,sexFemale,sex,Sex,Female,Male,50-59,2002,-0.016914,0.017668,-0.051544,0.017717,21224
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2002,-0.361585,0.026925,-0.41436,-0.30881,21224
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2002,-0.38731,0.096381,-0.576225,-0.198396,21224
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2002,-0.099994,0.035203,-0.168994,-0.030994,21224
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2002,0.6351,0.030458,0.575399,0.6948,21224
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2002,1.099169,0.032222,1.036012,1.162326,21224
CPS,sexFemale,sex,Sex,Female,Male,50-59,2003,-0.036631,0.016709,-0.069383,-0.00388,22967
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2003,-0.390909,0.026185,-0.442235,-0.339584,22967
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2003,-0.368168,0.100436,-0.565028,-0.171307,22967
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2003,-0.191804,0.040121,-0.270444,-0.113164,22967
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2003,-0.087102,0.033414,-0.152597,-0.021607,22967
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2003,-0.42934,0.072822,-0.572075,-0.286605,22967
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2003,0.568785,0.028906,0.512126,0.625443,22967
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2003,1.021707,0.030709,0.961516,1.081898,22967
CPS,sexFemale,sex,Sex,Female,Male,50-59,2004,-0.034473,0.01682,-0.067442,-0.001504,23792
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2004,-0.379358,0.026549,-0.431396,-0.32732,23792
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2004,-0.341138,0.102704,-0.542444,-0.139832,23792
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2004,-0.137271,0.038271,-0.212285,-0.062258,23792
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2004,-0.054818,0.035038,-0.123495,0.013859,23792
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2004,-0.289549,0.072535,-0.431722,-0.147376,23792
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2004,0.555455,0.030186,0.496289,0.614621,23792
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2004,0.971597,0.03187,0.90913,1.034063,23792
CPS,sexFemale,sex,Sex,Female,Male,50-59,2005,-0.045896,0.016448,-0.078135,-0.013657,23920
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2005,-0.384719,0.025959,-0.4356,-0.333838,23920
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2005,-0.466591,0.108104,-0.678483,-0.2547,23920
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2005,-0.077226,0.034904,-0.14564,-0.008811,23920
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2005,-0.037844,0.034981,-0.106409,0.030721,23920
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2005,-0.246342,0.068066,-0.379756,-0.112929,23920
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2005,0.557612,0.029738,0.499324,0.615901,23920
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2005,1.000798,0.031281,0.939486,1.062111,23920
CPS,sexFemale,sex,Sex,Female,Male,50-59,2006,-0.005069,0.016386,-0.037186,0.027048,24481
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2006,-0.396083,0.027412,-0.449813,-0.342353,24481
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2006,-0.463328,0.091729,-0.643123,-0.283533,24481
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2006,-0.085475,0.035372,-0.154807,-0.016144,24481
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2006,-0.072808,0.032762,-0.137023,-0.008593,24481
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2006,-0.360289,0.063916,-0.485569,-0.23501,24481
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2006,0.505633,0.030136,0.446565,0.564701,24481
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2006,0.979683,0.031489,0.917962,1.041404,24481
CPS,sexFemale,sex,Sex,Female,Male,50-59,2007,-0.030178,0.016075,-0.061686,0.001331,24925
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2007,-0.268861,0.025502,-0.318845,-0.218876,24925
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2007,-0.375302,0.101799,-0.574834,-0.17577,24925
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2007,-0.032226,0.034561,-0.099968,0.035515,24925
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2007,-0.035936,0.031594,-0.097862,0.025991,24925
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2007,-0.194062,0.065746,-0.322929,-0.065195,24925
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2007,0.519231,0.029089,0.462214,0.576248,24925
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2007,0.986886,0.030358,0.927383,1.04639,24925
CPS,sexFemale,sex,Sex,Female,Male,50-59,2008,-0.009069,0.015961,-0.040353,0.022214,25268
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2008,-0.311287,0.024771,-0.359839,-0.262735,25268
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2008,-0.47024,0.093845,-0.654182,-0.286298,25268
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2008,-0.035635,0.035795,-0.105794,0.034525,25268
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2008,0.00278,0.031051,-0.058081,0.063642,25268
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2008,-0.27286,0.067503,-0.40517,-0.14055,25268
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2008,0.588867,0.029706,0.530641,0.647093,25268
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2008,1.05232,0.031144,0.991276,1.113364,25268
CPS,sexFemale,sex,Sex,Female,Male,50-59,2009,0.002414,0.015809,-0.028572,0.033401,25737
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2009,-0.345948,0.023445,-0.391902,-0.299995,25737
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2009,-0.26564,0.097388,-0.456526,-0.074754,25737
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2009,-0.076478,0.033201,-0.141554,-0.011401,25737
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2009,-0.068059,0.029811,-0.12649,-0.009628,25737
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2009,-0.314726,0.072583,-0.456991,-0.17246,25737
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2009,0.580419,0.029454,0.522688,0.63815,25737
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2009,1.044032,0.030954,0.98336,1.104704,25737
CPS,sexFemale,sex,Sex,Female,Male,50-59,2010,-0.035647,0.01567,-0.066361,-0.004933,26132
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2010,-0.317908,0.023573,-0.364112,-0.271705,26132
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2010,-0.166353,0.083939,-0.330879,-0.001828,26132
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2010,-0.090021,0.031965,-0.152674,-0.027368,26132
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2010,-0.077551,0.028778,-0.133958,-0.021145,26132
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2010,-0.305228,0.064748,-0.432138,-0.178318,26132
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2010,0.558697,0.028586,0.502667,0.614726,26132
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2010,1.021881,0.030207,0.962674,1.081088,26132
CPS,sexFemale,sex,Sex,Female,Male,50-59,2011,-0.04373,0.015825,-0.074747,-0.012713,25908
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2011,-0.340691,0.023965,-0.387663,-0.293719,25908
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2011,-0.294214,0.097991,-0.486281,-0.102146,25908
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2011,-0.023532,0.031966,-0.086187,0.039123,25908
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2011,-0.082918,0.029753,-0.141237,-0.0246,25908
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2011,-0.294551,0.068139,-0.428108,-0.160995,25908
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2011,0.465085,0.028818,0.408601,0.521569,25908
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2011,0.933123,0.030377,0.873583,0.992663,25908
CPS,sexFemale,sex,Sex,Female,Male,50-59,2012,-0.028372,0.015709,-0.059162,0.002418,26229
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2012,-0.284705,0.02404,-0.331825,-0.237584,26229
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2012,-0.28116,0.091101,-0.459722,-0.102597,26229
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2012,-0.115321,0.032136,-0.17831,-0.052333,26229
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2012,-0.063457,0.028532,-0.119382,-0.007533,26229
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2012,-0.187591,0.061824,-0.30877,-0.066412,26229
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2012,0.53897,0.028231,0.483637,0.594304,26229
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2012,1.013759,0.029773,0.955401,1.072116,26229
CPS,sexFemale,sex,Sex,Female,Male,50-59,2013,-0.026785,0.015622,-0.057404,0.003835,26409
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2013,-0.256233,0.024479,-0.304213,-0.208253,26409
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2013,-0.360481,0.08735,-0.531692,-0.189269,26409
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2013,-0.094477,0.031185,-0.1556,-0.033354,26409
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2013,-0.058738,0.028045,-0.113708,-0.003768,26409
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2013,-0.411279,0.071462,-0.551348,-0.27121,26409
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2013,0.530378,0.028749,0.474028,0.586728,26409
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2013,1.027613,0.03006,0.968693,1.086532,26409
CPS,sexFemale,sex,Sex,Female,Male,50-59,2014,-0.033102,0.01775,-0.067893,0.00169,25747
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2014,-0.236161,0.026742,-0.288576,-0.183746,25747
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2014,-0.53507,0.098312,-0.727766,-0.342373,25747
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2014,0.00775,0.034132,-0.059151,0.074651,25747
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2014,0.024066,0.033648,-0.041885,0.090018,25747
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2014,-0.227712,0.092474,-0.408965,-0.046459,25747
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2014,0.518949,0.032959,0.454347,0.583551,25747
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2014,1.007141,0.034626,0.939272,1.075009,25747
CPS,sexFemale,sex,Sex,Female,Male,50-59,2015,-0.031417,0.015706,-0.062201,-6.34e-4,25718
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2015,-0.276889,0.023004,-0.321978,-0.231799,25718
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2015,-0.380713,0.084284,-0.545914,-0.215512,25718
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2015,-0.1036,0.031033,-0.164427,-0.042773,25718
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2015,0.015677,0.027043,-0.037328,0.068683,25718
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2015,-0.3256,0.074257,-0.471148,-0.180053,25718
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2015,0.448389,0.029049,0.391452,0.505325,25718
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2015,0.91705,0.030474,0.85732,0.976781,25718
CPS,sexFemale,sex,Sex,Female,Male,50-59,2016,-0.023146,0.016165,-0.05483,0.008538,23644
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2016,-0.256474,0.024727,-0.304941,-0.208007,23644
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2016,-0.419173,0.08562,-0.586994,-0.251351,23644
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2016,-0.004783,0.031305,-0.066142,0.056576,23644
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2016,0.042964,0.026812,-0.00959,0.095518,23644
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2016,-0.369463,0.082369,-0.530912,-0.208013,23644
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2016,0.474545,0.029756,0.416222,0.532869,23644
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2016,0.925891,0.031503,0.864144,0.987638,23644
CPS,sexFemale,sex,Sex,Female,Male,50-59,2017,-0.044002,0.016291,-0.075933,-0.012072,23489
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2017,-0.264679,0.024985,-0.313651,-0.215707,23489
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2017,-0.303441,0.086975,-0.473917,-0.132965,23489
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2017,0.094752,0.031067,0.033859,0.155645,23489
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2017,0.019215,0.026832,-0.033377,0.071806,23489
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2017,-0.206009,0.080786,-0.364354,-0.047664,23489
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2017,0.449138,0.030377,0.389597,0.508679,23489
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2017,0.91745,0.032141,0.854451,0.980449,23489
CPS,sexFemale,sex,Sex,Female,Male,50-59,2018,-0.053319,0.016519,-0.085698,-0.02094,22262
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2018,-0.217592,0.026311,-0.269164,-0.16602,22262
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2018,-0.357312,0.088601,-0.530976,-0.183648,22262
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2018,-0.016884,0.031851,-0.079314,0.045545,22262
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2018,-0.014005,0.026456,-0.065861,0.03785,22262
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2018,-0.269978,0.070742,-0.408638,-0.131318,22262
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2018,0.417517,0.029828,0.359052,0.475981,22262
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2018,0.877431,0.031379,0.815926,0.938937,22262
CPS,sexFemale,sex,Sex,Female,Male,50-59,2019,-0.069117,0.016225,-0.10092,-0.037315,21867
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2019,-0.2756,0.026104,-0.326766,-0.224434,21867
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2019,-0.352138,0.090197,-0.528931,-0.175346,21867
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2019,0.006056,0.031151,-0.055002,0.067114,21867
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2019,-0.084829,0.026141,-0.136067,-0.033592,21867
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2019,-0.284015,0.079035,-0.438929,-0.129101,21867
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2019,0.385312,0.030743,0.325053,0.44557,21867
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2019,0.789547,0.032145,0.72654,0.852553,21867
CPS,sexFemale,sex,Sex,Female,Male,50-59,2020,-0.033334,0.017103,-0.066856,1.89e-4,19638
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2020,-0.245801,0.027004,-0.298731,-0.192871,19638
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2020,-0.185979,0.090402,-0.363175,-0.008783,19638
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2020,-0.023167,0.03103,-0.083988,0.037654,19638
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2020,-0.05779,0.027961,-0.112595,-0.002984,19638
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2020,-0.258628,0.085347,-0.425915,-0.091341,19638
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2020,0.345916,0.032787,0.281651,0.410182,19638
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2020,0.760823,0.033836,0.694503,0.827144,19638
CPS,sexFemale,sex,Sex,Female,Male,50-59,2021,-0.045331,0.017265,-0.079171,-0.011491,19782
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2021,-0.211417,0.026393,-0.263149,-0.159684,19782
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2021,-0.332715,0.083828,-0.497026,-0.168405,19782
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2021,0.029506,0.032468,-0.034135,0.093147,19782
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2021,0.005353,0.027411,-0.048375,0.059082,19782
CPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2021,-0.239939,0.087799,-0.412032,-0.067846,19782
CPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2021,0.361395,0.034322,0.294121,0.428668,19782
CPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2021,0.788323,0.035279,0.719174,0.857473,19782
CPS,sexFemale,sex,Sex,Female,Male,50-59,2022,-0.030154,0.018071,-0.065576,0.005267,18264
CPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2022,-0.153202,0.02725,-0.206615,-0.099789,18264
CPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2022,-0.406418,0.113419,-0.62873,-0.184106,18264
CPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2022,0.047875,0.032231,-0.015301,0.111051,18264
CPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2022,0.049276,0.027015,-0.003676,0.102228,18264
