survey,covariate,covariate_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2002,-0.7701072903372665,0.06540147880961245,-0.898322545111986,-0.641892035562547,5055,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2003,-0.9532259098453135,0.06805122784232003,-1.0866395198340528,-0.8198122998565741,4531,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2004,-0.9162808740582377,0.0609338271975871,-1.0357410050947125,-0.7968207430217628,4517,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2005,-0.8205978867504795,0.07438242130486797,-0.9664251618675158,-0.6747706116334431,4370,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2006,-0.7984066236388043,0.06489034877032586,-0.9256262254516023,-0.6711870218260062,4180,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2007,-0.8254225740634357,0.06885042706018729,-0.9604090836496292,-0.6904360644772422,3878,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2008,-0.83956542652616,0.07662955080633317,-0.9897962358983713,-0.6893346171539486,4588,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2009,-0.8514897133692851,0.06829059121576846,-0.9853688747542133,-0.7176105519843569,5056,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2010,-0.8197222218410648,0.06902358904010195,-0.9550432540835196,-0.68440118959861,4395,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2011,-0.7922620868276213,0.0625309879740851,-0.9148504254968775,-0.6696737481583653,4972,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2012,-0.9718702828287548,0.06053649136057816,-1.0905451297864999,-0.8531954358710095,5634,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2013,-1.0792223374796956,0.09353427144952672,-1.2625890526186672,-0.8958556223407241,5174,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2014,-0.9336887193243307,0.0724271465933653,-1.0756808424908044,-0.791696596157857,4582,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2015,-0.8710556602144552,0.0873086318884214,-1.0422236992837308,-0.6998876211451798,4480,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2016,-0.8836153293632754,0.06861534497777631,-1.0181367289150116,-0.7490939298115391,4310,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2017,-0.8934264528701448,0.08836808592406083,-1.0666803713386133,-0.7201725344016763,3770,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2018,-0.9483060449754878,0.07164601509734149,-1.0887825890576424,-0.8078295008933329,3214,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2019,-0.9046528876125474,0.08099660700280946,-1.0634725667140261,-0.7458332085110687,2778,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2021,-0.7936078116546365,0.07209490712905124,-0.9350011152385165,-0.6522145080707565,1906,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2022,-0.7565873669462557,0.1019940586747842,-0.9566859542905441,-0.5564887796019673,1251,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2023,-0.933506810045754,0.11189788101982592,-1.1530700629570352,-0.7139435571344727,1076,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2000,-1.0612584276080308,0.09322541620465445,-1.244046066011538,-0.8784707892045237,3200,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2001,-1.00597475151373,0.07875653806556965,-1.1603799257126999,-0.8515695773147602,4137,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2002,-1.0479536942960328,0.057562906452125875,-1.160803296883847,-0.9351040917082184,4815,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2003,-0.9480991073283418,0.06557131033537388,-1.0766546789147582,-0.8195435357419254,4079,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2004,-1.1317865119200545,0.06091914881958735,-1.2512208177286266,-1.0123522061114825,4136,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2005,-1.0891420064025905,0.061513883157338765,-1.2097438355097616,-0.9685401772954194,3965,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2006,-1.076977114620744,0.08371307322951285,-1.2411029483166904,-0.9128512809247977,3880,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2007,-0.8690861226903865,0.07203013847639059,-1.0103109542342492,-0.727861291146524,3537,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2008,-0.8842670589042024,0.06901135293943236,-1.0195690977605554,-0.7489650200478495,3876,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2009,-0.9815044658862409,0.06187558471499187,-1.1028118212661506,-0.8601971105063312,4393,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2010,-0.9477265559669957,0.06649735263144656,-1.0780998208468686,-0.8173532910871228,3865,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2011,-1.0140482793755792,0.06703181230195675,-1.1454664904467746,-0.8826300683043836,4158,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2012,-1.2470090016612307,0.07564243614004137,-1.39530343940896,-1.0987145639135014,4727,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2013,-1.0651303118020703,0.06758927834527553,-1.1976396906347828,-0.9326209329693577,4357,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2014,-1.0284615341517602,0.07283776027510515,-1.1712637991835244,-0.885659269119996,4033,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2015,-0.9741675752267899,0.06578344755154757,-1.1031394790401408,-0.845195671413439,4034,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2016,-1.0377754333758618,0.0731926770556956,-1.181274672883266,-0.8942761938684576,3929,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2017,-0.993429175051245,0.06691886348942497,-1.1246321825407974,-0.8622261675616925,3575,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2018,-0.9091146358280979,0.07561760550669831,-1.0573766664998947,-0.7608526051563012,3310,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2019,-1.1092635501449994,0.0769435130961534,-1.260134385687093,-0.9583927146029058,2841,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2021,-1.0386985598077487,0.08190184239668591,-1.19931496375128,-0.8780821558642172,2121,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2022,-1.0803424693593886,0.10356467108968376,-1.283486830336066,-0.8771981083827113,1526,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,30-39,2023,-0.832979917537868,0.08247298684627971,-0.994766414326735,-0.6711934207490012,1377,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2000,-1.1409303631746144,0.06695551575538142,-1.272210032469285,-1.0096506938799437,3227,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2001,-1.0721700719546585,0.05657287797671785,-1.1830813641583426,-0.9612587797509744,4405,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2002,-1.1188874206097035,0.05087974163780268,-1.2186339938523592,-1.0191408473670478,5009,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2003,-1.2020918065698267,0.05791446504757189,-1.3156343321528683,-1.0885492809867852,4262,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2004,-1.2308334481186651,0.06330919809078189,-1.3549529225670842,-1.1067139736702463,4207,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2005,-1.1511604738985501,0.056257236661085896,-1.2614549550815126,-1.0408659927155877,4132,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2006,-1.1965548284754997,0.05561209894238084,-1.3055843305947954,-1.087525326356204,4153,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2007,-1.0330390555822593,0.07061414520752576,-1.1714854161885915,-0.8945926949759271,3711,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2008,-1.1263333593080127,0.06171238580854366,-1.2473243839864607,-1.0053423346295647,3963,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2009,-1.196714178251599,0.059605305959241954,-1.3135702149868473,-1.0798581415163508,4452,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2010,-1.2590729393915825,0.061000709240176205,-1.378669078470987,-1.1394768003121782,3920,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2011,-1.0516082379480898,0.05396967341004355,-1.1574184057621613,-0.9457980701340183,4061,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2012,-1.096161577393741,0.06575319390714977,-1.2250701493979217,-0.9672530053895603,4501,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2013,-1.1956328086823205,0.07350244026917882,-1.3397374232609591,-1.051528194103682,4108,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2014,-1.2925171660736543,0.07412971736679175,-1.4378572033020993,-1.1471771288452093,3632,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2015,-1.13358360700742,0.08284124114622883,-1.2960023298908936,-0.9711648841239462,3720,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2016,-1.0942038950439608,0.0710138699095045,-1.2334333767476984,-0.9549744133402231,3759,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2017,-1.131960798979138,0.06643855787793213,-1.262223639784472,-1.0016979581738041,3455,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2018,-1.0984433707508685,0.08015493639763406,-1.2556066505985712,-0.9412800909031658,3046,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2019,-1.0727496591072234,0.08949912251680543,-1.2482422938593187,-0.8972570243551279,2740,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2021,-1.0192478112973749,0.09002118085109846,-1.1957874475784493,-0.8427081750163004,2110,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2022,-1.1092129234382209,0.14268564743906736,-1.3891024189007977,-0.8293234279756438,1470,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,40-49,2023,-0.9565742081900113,0.07969323570258104,-1.11291631484753,-0.8002321015324924,1296,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2000,-1.249822231349998,0.07460365233219761,-1.3961154203282957,-1.1035290423717004,2437,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2001,-1.3357620788121929,0.0689867115656013,-1.471022013323838,-1.2005021443005477,3380,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2002,-1.1747746742656426,0.057120504059258954,-1.2867633215253402,-1.062786027005945,3929,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2003,-1.2421094221564253,0.05726776058363203,-1.3543938715944208,-1.1298249727184297,3261,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2004,-1.2301901542897626,0.060292145631582646,-1.3484025469998024,-1.1119777615797228,3412,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2005,-1.130363297175844,0.058064562490899474,-1.244206606620056,-1.0165199877316318,3548,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2006,-1.2357257263321995,0.05382507948952718,-1.3412552607687804,-1.1301961918956183,3724,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2007,-1.2263823003000816,0.057903123659902356,-1.3399110032304011,-1.112853597369762,3381,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2008,-1.066370444334434,0.05607041377993162,-1.1763039490111311,-0.9564369396577368,3549,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2009,-1.2165100915565732,0.05631680293453709,-1.3269216074592964,-1.10609857565385,4100,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2010,-1.2355090911367972,0.05512931107862828,-1.3435959131119584,-1.127422269161636,3702,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2011,-1.2133225212618879,0.0573283407655535,-1.325718133652268,-1.1009269088715077,3988,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2012,-1.3144244714589652,0.0501722518705987,-1.412787152677414,-1.2160617902405164,4432,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2013,-1.3099861692208266,0.05202718802155201,-1.4119882951884666,-1.2079840432531863,4022,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2014,-1.3176151908836868,0.06276893205508605,-1.4406793798324637,-1.19455100193491,3788,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2015,-1.0850010516940751,0.06090340122355835,-1.2044063739975155,-0.9655957293906348,3924,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2016,-1.2460949400495358,0.07318799919830918,-1.3895862951393398,-1.1026035849597318,3818,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2017,-1.1024602799830934,0.06781279138418861,-1.2354156968802292,-0.9695048630859573,3595,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2018,-1.2623785687611906,0.07190847424233972,-1.403368347022047,-1.1213887905003341,3299,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2019,-1.2537211489121176,0.07209696092714306,-1.3950850832606083,-1.1123572145636271,3031,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2021,-0.9777246412170641,0.07362089066600883,-1.1220891372146597,-0.8333601452194684,2491,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2022,-1.098528048066685,0.13779664263491712,-1.3687824714814523,-0.8282736246519178,1840,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,50-59,2023,-0.8883979277722103,0.08778741972375141,-1.0605915365702987,-0.716204318974122,1564,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2000,-1.173971655019134,0.10590858301691893,-1.3817088126812818,-0.9662344973569861,1572,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2001,-1.1846976583833801,0.07685076930088186,-1.335405614576942,-1.0339897021898181,2194,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2002,-1.0533114028963806,0.06781402056171734,-1.1862882336072915,-0.9203345721854695,2525,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2003,-1.152971756482187,0.07222831462526672,-1.2946175203760295,-1.0113259925883447,2122,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2004,-1.2121242084633608,0.07662107950595579,-1.3623839884475477,-1.0618644284791738,2136,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2005,-1.1305862476196498,0.07064681529663801,-1.2691287355716452,-0.9920437596676543,2172,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2006,-1.180217784056807,0.06304299926709123,-1.3038436278635677,-1.0565919402500465,2346,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2007,-1.2116978376045682,0.07797936746852038,-1.364616594593413,-1.0587790806157233,2259,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2008,-1.1402445015598777,0.0750180960681403,-1.2873540157030903,-0.993134987416665,2322,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2009,-1.2766974533989586,0.07518994202268818,-1.4241332468687817,-1.1292616599291354,2697,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2010,-1.2155818823205082,0.0588871203292314,-1.3310535849837237,-1.1001101796572927,2540,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2011,-1.188159760093842,0.05934888826501588,-1.3045320187783265,-1.0717875014093579,2787,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2012,-1.1495206766931028,0.061075652451857775,-1.26927243574206,-1.0297689176441456,3175,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2013,-1.126865510582456,0.070144167722057,-1.2644007475573533,-0.9893302736075589,3018,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2014,-1.2101178979078042,0.06118205882278605,-1.3300850633239831,-1.0901507324916253,2766,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2015,-1.1892002538735136,0.07426221392603437,-1.334813641957487,-1.0435868657895402,2839,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2016,-1.2160631656478256,0.0641606207064226,-1.3418661576838904,-1.0902601736117608,3018,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2017,-1.2369744542010548,0.07561001059784662,-1.3852242792477987,-1.088724629154311,3154,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2018,-1.1539040601919277,0.06941530510093034,-1.2900057047683107,-1.0178024156155447,3287,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2019,-1.0867730454088766,0.07229990089666768,-1.2285323561601327,-0.9450137346576206,3173,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2021,-1.2718950806627898,0.08407669544997463,-1.436746656998268,-1.1070435043273115,3106,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2022,-1.0197559247840053,0.0905029513688624,-1.1972293152937135,-0.8422825342742973,2366,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,60-69,2023,-1.1414027015713062,0.07798599593865387,-1.2943428755460105,-0.9884625275966019,2049,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2000,-1.068858157202195,0.09396933669462303,-1.2532181752680935,-0.884498139136296,1218,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2001,-0.9526955196355126,0.08226485477068021,-1.1140519293245557,-0.7913391099464695,1626,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2002,-1.091750395312478,0.07443107581599633,-1.2377293313671993,-0.9457714592577569,1829,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2003,-1.0021556591689538,0.07075159171474671,-1.140929403197249,-0.8633819151406584,1630,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2004,-1.0175560899210565,0.06554987972070357,-1.1461266709273743,-0.8889855089147388,1637,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2005,-1.0201406328317877,0.06864036495152069,-1.1547794387916688,-0.8855018268719067,1537,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2006,-0.8686814205547388,0.08270163941490734,-1.030900572980283,-0.7064622681291948,1549,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2007,-1.0520278076728438,0.08953793162821587,-1.2276733166484735,-0.876382298697214,1379,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2008,-1.0452435426205116,0.08239070235785977,-1.2068717988227138,-0.8836152864183092,1347,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2009,-0.8538329284429883,0.09419527317043329,-1.038607147388837,-0.6690587094971395,1446,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2010,-0.9854025468401397,0.08862985830843442,-1.1592650508517761,-0.8115400428285032,1394,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2011,-1.033294962119721,0.09806832094012621,-1.225656131955255,-0.8409337922841869,1546,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2012,-1.0310787810078148,0.07734275286215904,-1.182781836830483,-0.8793757251851465,1612,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2013,-1.0627082488364676,0.10863029507428854,-1.2757968516511622,-0.8496196460217732,1458,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2014,-1.0650778120857751,0.09237210111139543,-1.246273810362147,-0.8838818138094033,1464,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2015,-1.0586770314165403,0.09220043255064408,-1.2395231921388674,-0.8778308706942133,1604,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2016,-1.1123097561783737,0.07996232232668551,-1.2691415594625621,-0.9554779528941851,1751,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2017,-1.1166788339992664,0.09685671741936394,-1.3066319927223886,-0.9267256752761441,1959,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2018,-1.201883019687135,0.08295292085043673,-1.3645574170256853,-1.0392086223485848,2198,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2019,-0.9758647251615186,0.08526745717880084,-1.1430794388694874,-0.8086500114535498,2165,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2021,-0.9550743775119783,0.08701097434929773,-1.1256951603864964,-0.7844535946374603,2508,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2022,-0.9226190225653187,0.10058673788142987,-1.11988899104345,-0.7253490540871875,1934,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,70-79,2023,-1.0152614870988426,0.0958675391849118,-1.203298122669079,-0.8272248515286059,1631,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2000,-0.9520427114846292,0.12832723770851753,-1.2041384424020858,-0.6999469805671725,529,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2001,-1.0262304387455077,0.10083912974098447,-1.224169476603847,-0.8282914008871686,806,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2002,-0.8820616751910304,0.08389475618547275,-1.04670969270621,-0.7174136576758507,919,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2003,-0.8735835983501689,0.10007680973144886,-1.0700315123765893,-0.6771356843237484,792,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2004,-1.071201265045504,0.10165017878631735,-1.2707384345765829,-0.8716640955144255,790,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2005,-0.7744823482315781,0.09431846894251027,-0.9596174162801716,-0.5893472801829847,819,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2006,-0.8918097750863041,0.10266079370689538,-1.0932996242046031,-0.690319925968005,878,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2007,-0.9152187530787576,0.09969303360225941,-1.1109106883360282,-0.7195268178214866,799,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2008,-0.8845194087517159,0.09132205056689323,-1.06378730485849,-0.7052515126449419,777,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2009,-1.0678827309134018,0.11364252407535433,-1.2909162677234343,-0.8448491941033692,907,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2010,-0.6535970228004293,0.08433064419538047,-0.8191117826281546,-0.48808226297270396,874,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2011,-0.8692207924090912,0.11788980676757868,-1.1005962860976741,-0.6378452987205083,889,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2012,-0.9334108985982801,0.11528907699684812,-1.1596742767763735,-0.7071475204201867,912,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2013,-0.8706552904969109,0.1056368283593887,-1.0780053489087904,-0.6633052320850314,823,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,80-89,2014,-0.8798469273182001,0.0900176251880599,-1.056546231880269,-0.7031476227561313,800,Fair/Poor Mental Health
