survey,age_group,year,mean_srh,se,ci_lower,ci_upper
CPS,50-59,1997,3.5208,0.0115,3.4984,3.5433
CPS,50-59,1998,3.5221,0.0109,3.5006,3.5435
CPS,50-59,1999,3.5457,0.0107,3.5247,3.5667
CPS,50-59,2000,3.5358,0.0106,3.515,3.5566
CPS,50-59,2001,3.5349,0.0093,3.5166,3.5531
CPS,50-59,2002,3.5324,0.009,3.5147,3.55
CPS,50-59,2003,3.5408,0.0087,3.5237,3.5578
CPS,50-59,2004,3.5439,0.0087,3.5268,3.561
CPS,50-59,2005,3.5219,0.0086,3.5051,3.5387
CPS,50-59,2006,3.5045,0.0085,3.4878,3.5212
CPS,50-59,2007,3.5195,0.0084,3.5031,3.5359
CPS,50-59,2008,3.5402,0.0083,3.5239,3.5566
CPS,50-59,2009,3.4896,0.0083,3.4734,3.5058
CPS,50-59,2010,3.4753,0.0082,3.4593,3.4913
CPS,50-59,2011,3.4913,0.0082,3.4751,3.5074
CPS,50-59,2012,3.4805,0.0082,3.4644,3.4965
CPS,50-59,2013,3.4929,0.0081,3.477,3.5089
CPS,50-59,2014,3.49,0.0092,3.4719,3.5082
CPS,50-59,2015,3.5147,0.0081,3.4988,3.5307
CPS,50-59,2016,3.5177,0.0084,3.5013,3.5341
CPS,50-59,2017,3.4976,0.0084,3.4811,3.5142
CPS,50-59,2018,3.5126,0.0086,3.4958,3.5294
CPS,50-59,2019,3.5661,0.0084,3.5497,3.5826
CPS,50-59,2020,3.6344,0.0088,3.6171,3.6517
CPS,50-59,2021,3.5689,0.0089,3.5514,3.5863
CPS,50-59,2022,3.5413,0.0093,3.523,3.5596
CPS,50-59,2023,3.5579,0.0094,3.5395,3.5763
CPS,50-59,2024,3.5266,0.0093,3.5084,3.5448
CPS,60-69,1996,3.1513,0.0135,3.1248,3.1777
CPS,60-69,1997,3.1756,0.0134,3.1493,3.2018
CPS,60-69,1998,3.1773,0.013,3.1518,3.2029
CPS,60-69,1999,3.1985,0.0131,3.1729,3.2242
CPS,60-69,2000,3.2239,0.0131,3.1983,3.2495
CPS,60-69,2001,3.2275,0.0118,3.2043,3.2508
CPS,60-69,2002,3.2064,0.0116,3.1836,3.2293
CPS,60-69,2003,3.2502,0.0117,3.2273,3.2732
CPS,60-69,2004,3.2466,0.0116,3.2238,3.2695
CPS,60-69,2005,3.2476,0.0114,3.2253,3.27
CPS,60-69,2006,3.2467,0.0112,3.2247,3.2687
CPS,60-69,2007,3.2624,0.0111,3.2406,3.2842
CPS,60-69,2008,3.2986,0.0109,3.2772,3.32
CPS,60-69,2009,3.2722,0.0106,3.2513,3.293
CPS,60-69,2010,3.2801,0.0103,3.26,3.3003
CPS,60-69,2011,3.2746,0.0101,3.2548,3.2944
CPS,60-69,2012,3.2937,0.01,3.274,3.3133
CPS,60-69,2013,3.2914,0.0098,3.2721,3.3106
CPS,60-69,2014,3.2837,0.0107,3.2627,3.3046
CPS,60-69,2015,3.3154,0.0093,3.2971,3.3337
CPS,60-69,2016,3.3137,0.0096,3.2949,3.3324
CPS,60-69,2017,3.3116,0.0095,3.293,3.3302
CPS,60-69,2018,3.333,0.0093,3.3147,3.3512
CPS,60-69,2019,3.3579,0.0091,3.3401,3.3756
CPS,60-69,2020,3.4066,0.0094,3.3882,3.425
CPS,60-69,2021,3.3922,0.0093,3.3741,3.4103
CPS,60-69,2022,3.3406,0.0093,3.3223,3.3588
CPS,60-69,2023,3.3541,0.0097,3.3351,3.3731
CPS,60-69,2024,3.3187,0.0097,3.2996,3.3377
CPS,70-79,1996,2.8469,0.0146,2.8183,2.8755
CPS,70-79,1997,2.8633,0.0143,2.8353,2.8912
CPS,70-79,1998,2.8883,0.0144,2.8601,2.9164
CPS,70-79,1999,2.9022,0.0143,2.8742,2.9302
CPS,70-79,2000,2.9269,0.0144,2.8987,2.955
CPS,70-79,2001,2.8937,0.013,2.8682,2.9193
CPS,70-79,2002,2.924,0.0131,2.8984,2.9496000000000002
CPS,70-79,2003,2.9042,0.0134,2.8779,2.9304
CPS,70-79,2004,2.9599,0.0134,2.9336,2.9862
CPS,70-79,2005,2.9573,0.0133,2.9312,2.9834
CPS,70-79,2006,2.9533,0.0133,2.9272,2.9795
CPS,70-79,2007,2.9609,0.0134,2.9346,2.9873
CPS,70-79,2008,3.0026,0.0137,2.9757,3.0294
CPS,70-79,2009,2.9727,0.0136,2.9461,2.9993
CPS,70-79,2010,3.0225,0.0133,2.9965,3.0485
CPS,70-79,2011,3.0146,0.0131,2.9889,3.0403
CPS,70-79,2012,3.0467,0.0132,3.0208,3.0727
CPS,70-79,2013,3.0776,0.0129,3.0523,3.103
CPS,70-79,2014,3.0859,0.0142,3.0581,3.1138
CPS,70-79,2015,3.1285,0.0126,3.1039,3.1531
CPS,70-79,2016,3.1418,0.0127,3.1169,3.1667
CPS,70-79,2017,3.1604,0.0121,3.1367,3.1841
CPS,70-79,2018,3.1655,0.012,3.142,3.189
CPS,70-79,2019,3.1953,0.0117,3.1723,3.2182
CPS,70-79,2020,3.2216,0.0116,3.199,3.2443
CPS,70-79,2021,3.1994,0.0112,3.1774,3.2215
CPS,70-79,2022,3.1816,0.0113,3.1594,3.2039
CPS,70-79,2023,3.1663,0.0111,3.1446,3.1881
CPS,70-79,2024,3.1818,0.0113,3.1597,3.2039
CPS,80-89,1996,2.6131,0.0234,2.5672,2.6589
CPS,80-89,1997,2.642,0.0226,2.5977,2.6863
CPS,80-89,1998,2.6248,0.0225,2.5806,2.6689
CPS,80-89,1999,2.6873,0.0214,2.6454,2.7292
CPS,80-89,2000,2.6555,0.0222,2.6121,2.699
CPS,80-89,2001,2.6615,0.0201,2.6221,2.7008
CPS,80-89,2002,2.6985,0.0187,2.6618,2.7351
CPS,80-89,2003,2.6909,0.0181,2.6554,2.7263
CPS,80-89,2004,2.7041,0.0182,2.6685,2.7398
CPS,80-89,2005,2.7127,0.0179,2.6776,2.7478
CPS,80-89,2006,2.7396,0.0174,2.7055,2.7736
CPS,80-89,2007,2.7194,0.0178,2.6844,2.7543
CPS,80-89,2008,2.7476,0.0176,2.7131,2.7821
CPS,80-89,2009,2.7603,0.0173,2.7263,2.7943
CPS,80-89,2010,2.7672,0.0165,2.7348,2.7995
CPS,80-89,2011,2.7782,0.0165,2.7458,2.8105
CPS,80-89,2012,2.7969,0.0167,2.7641,2.8297
CPS,80-89,2013,2.837,0.0166,2.8045,2.8695
CPS,80-89,2014,2.8274,0.0183,2.7915,2.8634
CPS,80-89,2015,2.8741,0.0166,2.8416,2.9066
CPS,80-89,2016,2.8878,0.0172,2.854,2.9216
CPS,80-89,2017,2.9032,0.0172,2.8695,2.937
CPS,80-89,2018,2.9061,0.0165,2.8737,2.9385
CPS,80-89,2019,2.9094,0.0168,2.8764,2.9424
CPS,80-89,2020,2.935,0.0167,2.9022,2.9678
CPS,80-89,2021,2.938,0.0159,2.9068,2.9692
CPS,80-89,2022,2.9391,0.0167,2.9064,2.9718
CPS,80-89,2023,2.9384,0.0164,2.9062,2.9706
CPS,80-89,2024,2.945,0.0164,2.9129,2.9771
NHANES,18-29,2001.5,3.5393,0.0341,3.4719,3.6067
NHANES,18-29,2003.5,3.6417,0.0219,3.5985,3.6849
NHANES,18-29,2005.5,3.5375,0.0463,3.4461,3.629
NHANES,18-29,2007.5,3.5351,0.0525,3.4313,3.6388
NHANES,18-29,2009.5,3.4111,0.0262,3.3592,3.4629
NHANES,18-29,2011.5,3.5911,0.0608,3.4709,3.7114
NHANES,18-29,2013.5,3.3875,0.0365,3.3154,3.4597
NHANES,18-29,2015.5,3.429,0.0383,3.3533,3.5048
NHANES,18-29,2017.5,3.3894,0.0418,3.3067,3.4721
NHANES,30-39,2001.5,3.5546,0.02,3.515,3.5942
NHANES,30-39,2003.5,3.4946,0.0435,3.4086,3.5806
NHANES,30-39,2005.5,3.4696,0.0438,3.3831,3.5562
NHANES,30-39,2007.5,3.531,0.057,3.4182,3.6437
NHANES,30-39,2009.5,3.4054,0.0393,3.3277,3.4831
NHANES,30-39,2011.5,3.4644,0.0563,3.3531,3.5757
NHANES,30-39,2013.5,3.3768,0.0347,3.3081,3.4454
NHANES,30-39,2015.5,3.3052,0.0472,3.212,3.3985
NHANES,30-39,2017.5,3.4052,0.0422,3.3217,3.4886
NHANES,40-49,2001.5,3.5577,0.0542,3.4504,3.6649
NHANES,40-49,2003.5,3.4372,0.0414,3.3553,3.519
NHANES,40-49,2005.5,3.3533,0.0519,3.2507,3.4559
NHANES,40-49,2007.5,3.316,0.0448,3.2275,3.4045
NHANES,40-49,2009.5,3.3306,0.0294,3.2724,3.3889
NHANES,40-49,2011.5,3.3314,0.052,3.2286,3.4341
NHANES,40-49,2013.5,3.2827,0.0503,3.1833,3.3822
NHANES,40-49,2015.5,3.3344,0.068,3.2001,3.4688
NHANES,40-49,2017.5,3.1782,0.0602,3.0591,3.2972
NHANES,50-59,2001.5,3.4644,0.0469,3.3716,3.5572
NHANES,50-59,2003.5,3.2454,0.0861,3.0752,3.4157
NHANES,50-59,2005.5,3.3307,0.0551,3.2217,3.4397
NHANES,50-59,2007.5,3.3004,0.0657,3.1705,3.4304
NHANES,50-59,2009.5,3.2997,0.0404,3.2198,3.3796
NHANES,50-59,2011.5,3.2624,0.0594,3.1448,3.3799
NHANES,50-59,2013.5,3.2185,0.0771,3.0661,3.3709
NHANES,50-59,2015.5,3.2095,0.0801,3.0512,3.3679
NHANES,50-59,2017.5,3.2835,0.0654,3.1542,3.4128
NHANES,60-69,2001.5,3.305,0.057,3.1924,3.4176
NHANES,60-69,2003.5,3.2956,0.0729,3.1515,3.4397
NHANES,60-69,2005.5,3.328,0.0671,3.1952,3.4607
NHANES,60-69,2007.5,3.2459,0.0741,3.0993,3.3925
NHANES,60-69,2009.5,3.3202,0.0568,3.2079,3.4325
NHANES,60-69,2011.5,3.4156,0.0473,3.3222,3.5091
NHANES,60-69,2013.5,3.1727,0.0707,3.0329,3.3126
NHANES,60-69,2015.5,3.2844,0.0725,3.1411,3.4277
NHANES,60-69,2017.5,3.2621000000000002,0.0777,3.1084,3.4158
NHANES,70-79,2001.5,3.1805,0.0578,3.0662,3.2948
NHANES,70-79,2003.5,3.0864,0.0731,2.9419,3.231
NHANES,70-79,2005.5,3.2479,0.0448,3.1593,3.3365
NHANES,70-79,2007.5,3.124,0.0503,3.0246,3.2235
NHANES,70-79,2009.5,3.2738,0.0466,3.1816,3.366
NHANES,70-79,2011.5,3.2158,0.0523,3.1124,3.3191
NHANES,70-79,2013.5,3.1872,0.0406,3.1068,3.2675
NHANES,70-79,2015.5,3.3046,0.0811,3.1443,3.4649
NHANES,70-79,2017.5,3.1964,0.0717,3.0547,3.3381
NHANES,80-89,2001.5,3.0403,0.0606,2.9205,3.1602
NHANES,80-89,2003.5,3.0787,0.0535,2.9729,3.1845
NHANES,80-89,2005.5,3.063,0.0457,2.9727,3.1532
NHANES,80-89,2007.5,3.0424,0.0589,2.9259,3.1588
NHANES,80-89,2009.5,3.1468,0.0536,3.0407,3.2528
NHANES,80-89,2011.5,3.1508,0.0641,3.024,3.2776
NHANES,80-89,2013.5,3.15,0.0614,3.0287,3.2714
NHANES,80-89,2015.5,3.2523,0.0904,3.0736,3.4311
NHANES,80-89,2017.5,3.2646,0.0669,3.1323,3.3969
