"age","estimate","ci_lower_90","ci_upper_90","model","estimate_centered","ci_lower_centered","ci_upper_centered"
89,2.70458773925361,2.65302282775169,2.75568324368714,"M3: Cohort Smooth",-0.600982589684699,-0.600428013538315,-0.602023878984165
18,3.26307726791405,3.17743424849419,3.34977749182883,"M4: Both Smooth",0,0,0
19,3.26523896154754,3.18450147814426,3.34753309470779,"M4: Both Smooth",0.00216169363348717,0.00706722965006534,-0.0022443971210353
20,3.26725134717091,3.1906129715168,3.34550493972848,"M4: Both Smooth",0.00417407925685742,0.0131787230226132,-0.00427255210034438
21,3.26896511677405,3.19631029881141,3.34319661870607,"M4: Both Smooth",0.00588784885999338,0.0188760503172167,-0.00658087312275768
22,3.27023096234683,3.20117486805038,3.34112972918287,"M4: Both Smooth",0.00715369443277813,0.0237406195561931,-0.00864776264595468
23,3.27089957587915,3.20412256638225,3.33836505966754,"M4: Both Smooth",0.00782230796509431,0.0266883178880568,-0.0114124321612827
24,3.27082164936088,3.2070260587936,3.33597169970471,"M4: Both Smooth",0.00774438144682543,0.0295918102994079,-0.0138057921241179
25,3.26984787478191,3.2079209258099,3.33188738708369,"M4: Both Smooth",0.00677060686785369,0.0304866773157051,-0.0178901047451339
26,3.26782894413211,3.20812833695506,3.32684054232905,"M4: Both Smooth",0.00475167621806216,0.0306940884608711,-0.0229369494997758
27,3.26461554940139,3.20750008749773,3.32080651533877,"M4: Both Smooth",0.00153828148733393,0.0300658390035342,-0.028970976490053
28,3.2600583825796,3.20537401308391,3.31351935588458,"M4: Both Smooth",-0.00301888533444794,0.0279397645897146,-0.036258135944244
29,3.25406044422755,3.20269161905016,3.30483004550386,"M4: Both Smooth",-0.00901682368650158,0.0252573705559715,-0.0449474463249637
30,3.2467339691896,3.1985143267637,3.29443321418063,"M4: Both Smooth",-0.0163432987244483,0.0210800782695069,-0.0553442776481989
31,3.23824350088104,3.19354535506253,3.28307568715936,"M4: Both Smooth",-0.0248337670330092,0.016111106568339,-0.0667018046694672
32,3.22875358271715,3.18722221127876,3.27060601496883,"M4: Both Smooth",-0.0343236851969064,0.00978796278456606,-0.0791714768599947
33,3.21842875811319,3.17942751828659,3.25771185327092,"M4: Both Smooth",-0.044648509800862,0.00199326979239745,-0.0920656385579082
34,3.20743357048446,3.17116435431916,3.24439697740559,"M4: Both Smooth",-0.0556436974295966,-0.00626989417503454,-0.105380514423234
35,3.19593256324622,3.16208771329543,3.23078268212398,"M4: Both Smooth",-0.0671447046678333,-0.0153465351987654,-0.11899480970485
36,3.18409027981376,3.15201745557049,3.21685982113467,"M4: Both Smooth",-0.0789869881002931,-0.0254167929237035,-0.132917670694152
37,3.17204471727166,3.14208510317318,3.20229126384264,"M4: Both Smooth",-0.0910325506423968,-0.0353491453210153,-0.147486227986187
38,3.15982768738169,3.1320324019238,3.18789727847223,"M4: Both Smooth",-0.103249580532359,-0.0454018465703871,-0.161880213356594
39,3.14744445557496,3.12142129737495,3.1733203819873,"M4: Both Smooth",-0.115632812339094,-0.0560129511192455,-0.176457109841526
40,3.13490028728254,3.11082108461559,3.15894973644701,"M4: Both Smooth",-0.128176980631514,-0.0666131638785967,-0.190827755381813
41,3.12220044793552,3.0992257136939,3.14521205995729,"M4: Both Smooth",-0.140876819978533,-0.0782085348002903,-0.204565431871536
42,3.10935020296499,3.08675376854349,3.13199561287142,"M4: Both Smooth",-0.153727064949065,-0.0906804799507035,-0.217781878957406
43,3.09635481780203,3.07335178025514,3.1193122268168,"M4: Both Smooth",-0.166722450112024,-0.104082468239047,-0.230465265012024
44,3.08321955787773,3.05941941249135,3.1067458127212,"M4: Both Smooth",-0.179857710036323,-0.11801483600284,-0.243031679107626
45,3.06994968862318,3.0450202496015,3.09434684452733,"M4: Both Smooth",-0.193127579290875,-0.132413998892692,-0.255430647301495
46,3.05657109229732,3.03024174705834,3.08203120653954,"M4: Both Smooth",-0.206506175616735,-0.147192501435854,-0.267746285289284
47,3.04319211847053,3.01587901868144,3.06981161813417,"M4: Both Smooth",-0.219885149443523,-0.161555229812749,-0.279965873694656
48,3.02994173354106,3.00125868400041,3.05810233318285,"M4: Both Smooth",-0.233135534372997,-0.17617556449378,-0.291675158645979
49,3.01694890390713,2.98675655562576,3.04656432084707,"M4: Both Smooth",-0.246128364006918,-0.190677692868427,-0.303213170981761
50,3.00434259596701,2.97234037061887,3.03589812240373,"M4: Both Smooth",-0.258734671947045,-0.20509387787532,-0.313879369425097
51,2.99225177611891,2.95810039390592,3.02588831213079,"M4: Both Smooth",-0.270825491795138,-0.219333854588267,-0.323889179698032
52,2.9808054107611,2.94417020053016,3.01709697334401,"M4: Both Smooth",-0.282271857152957,-0.233264047964029,-0.332680518484811
53,2.97013246629179,2.93102666115145,3.00894846503295,"M4: Both Smooth",-0.292944801622262,-0.246407587342742,-0.34082902679588
54,2.96036190910924,2.91853496115287,3.00164546963144,"M4: Both Smooth",-0.302715358804812,-0.258899287341325,-0.348132022197383
55,2.95162270561168,2.90695408188444,2.99539835785601,"M4: Both Smooth",-0.311454562302368,-0.270480166609753,-0.354379133972812
56,2.94400418391865,2.89658148727532,2.99018088469644,"M4: Both Smooth",-0.319073083995399,-0.28085276121887,-0.359596607132384
57,2.93743711903483,2.88779156905754,2.9858704223141,"M4: Both Smooth",-0.325640148879218,-0.28964267943665,-0.363907069514728
58,2.93181264768621,2.87978757450954,2.98266199726013,"M4: Both Smooth",-0.331264620227847,-0.297646673984652,-0.367115494568693
59,2.92702190659875,2.87241189891327,2.980332269314,"M4: Both Smooth",-0.336055361315307,-0.305022349580924,-0.369445222514824
60,2.92295603249843,2.86590130636479,2.97864100830885,"M4: Both Smooth",-0.340121235415622,-0.311532942129397,-0.371136483519976
61,2.91950616211124,2.85973715331858,2.97777049724309,"M4: Both Smooth",-0.343571105802812,-0.31769709517561,-0.372006994585734
62,2.91656343216315,2.85363478622198,2.97748807343381,"M4: Both Smooth",-0.346513835750901,-0.323799462272208,-0.372289418395021
63,2.91401897938014,2.84774787944423,2.97754337658843,"M4: Both Smooth",-0.349058288533911,-0.329686369049964,-0.372234115240395
64,2.91176394048819,2.84247190929,2.97814542976999,"M4: Both Smooth",-0.351313327425864,-0.33496233920419,-0.371632062058834
65,2.90968945221327,2.83734710378738,2.97906256191457,"M4: Both Smooth",-0.353387815700781,-0.340087144706811,-0.370714929914258
66,2.90768665128137,2.83182330416932,2.98015751851445,"M4: Both Smooth",-0.355390616632686,-0.345610944324868,-0.36961997331438
67,2.90564667441845,2.82638325080268,2.98078643587748,"M4: Both Smooth",-0.357430593495601,-0.351050997691513,-0.368991055951349
68,2.90347990858712,2.82151809239983,2.98177852588205,"M4: Both Smooth",-0.359597359326929,-0.35591615609436,-0.367998965946778
69,2.90117374169645,2.81562168726397,2.9823594440771,"M4: Both Smooth",-0.361903526217607,-0.361812561230224,-0.367418047751724
70,2.8987348118921,2.8104323354767,2.98261148004783,"M4: Both Smooth",-0.364342456021949,-0.367001913017492,-0.367166011780996
71,2.89616975731978,2.80464130798309,2.98304871923354,"M4: Both Smooth",-0.366907510594273,-0.372792940511096,-0.366728772595284
72,2.89348521612516,2.79952546107743,2.98329296238864,"M4: Both Smooth",-0.369592051788897,-0.377908787416765,-0.366484529440182
73,2.89068782645392,2.79358678479466,2.98333190005861,"M4: Both Smooth",-0.372389441460135,-0.383847463699529,-0.366445591770221
74,2.88778422645175,2.78783133875958,2.98343948483765,"M4: Both Smooth",-0.375293041462306,-0.389602909734609,-0.366338006991175
75,2.88478105426433,2.78228287132928,2.98332007145691,"M4: Both Smooth",-0.378296213649725,-0.395151377164912,-0.366457420371912
76,2.88168494803734,2.77613420459556,2.98292047640908,"M4: Both Smooth",-0.38139231987671,-0.401300043898633,-0.366857015419741
77,2.87850254591647,2.76984107325988,2.98287941233148,"M4: Both Smooth",-0.384574721997578,-0.407593175234306,-0.366898079497342
78,2.87524048604741,2.76355040165368,2.98294834358767,"M4: Both Smooth",-0.387836781866644,-0.413883846840512,-0.366829148241152
79,2.87190540657583,2.75711763579496,2.98241994336165,"M4: Both Smooth",-0.391171861338227,-0.420316612699234,-0.367357548467174
80,2.86850394564741,2.75026749648411,2.98218021532942,"M4: Both Smooth",-0.394573322266642,-0.427166752010084,-0.367597276499406
81,2.86504274140785,2.74340358951091,2.98139440073473,"M4: Both Smooth",-0.398034526506207,-0.434030658983278,-0.368383091094092
82,2.86152843200281,2.73662919769118,2.98054658042059,"M4: Both Smooth",-0.401548835911238,-0.440805050803014,-0.369230911408238
83,2.857967655578,2.73032772284618,2.98061061059632,"M4: Both Smooth",-0.405109612336051,-0.447106525648008,-0.369166881232504
84,2.85436705027909,2.72307924699505,2.98028232120073,"M4: Both Smooth",-0.408710217634964,-0.454355001499144,-0.369495170628097
85,2.85073325425176,2.71588787030377,2.98024519665122,"M4: Both Smooth",-0.412344013662293,-0.461546378190424,-0.369532295177609
86,2.8470729056417,2.70887330699681,2.97961807708834,"M4: Both Smooth",-0.416004362272355,-0.468560941497376,-0.37015941474049
87,2.84339264259458,2.70149262278517,2.9794111124687,"M4: Both Smooth",-0.419684625319467,-0.475941625709023,-0.370366379360128
88,2.83969910325611,2.69389556834907,2.9796911018942,"M4: Both Smooth",-0.423378164657946,-0.483538680145123,-0.370086389934623
89,2.83599892577194,2.68580527045583,2.97952544449362,"M4: Both Smooth",-0.427078342142108,-0.491628978038363,-0.37025204733521
