start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged
2012,2013,2,2,80-89,-0.3188586038036502,0.7269783340107417,0.6792024480222913,0.7781148310933184,3.8021997360307774e-20,6479,1047,TRUE
2013,2014,2,2,18-29,-0.6924932972936767,0.5003270485472676,0.34187061687562714,0.7322277585472903,3.653003446030385e-4,31897,55,TRUE
2013,2014,2,2,30-39,-1.0883135898970406,0.3367839709637005,0.25385120402551664,0.44681073518437037,4.5064901943255986e-14,27136,73,TRUE
2013,2014,2,2,40-49,-0.7568239890077608,0.4691541019081886,0.39143056042498375,0.5623106461036311,2.6183689254603003e-16,27258,142,TRUE
2013,2014,2,2,50-59,-0.7676992482689667,0.4640795728402487,0.41121210820293214,0.5237439404904469,1.5713488430585499e-35,28126,347,TRUE
2013,2014,2,2,60-69,-0.7174196331178194,0.4880098772254084,0.4421171317089812,0.5386663922046799,5.353462480841897e-46,21267,523,TRUE
2013,2014,2,2,70-79,-0.656554507315777,0.5186352133896032,0.4754270909350108,0.5657702089266262,1.6196084306323966e-49,11944,676,TRUE
2013,2014,2,2,80-89,-0.39327149810553125,0.6748455034363298,0.6304966102341687,0.7223138810200583,8.384464045376454e-30,6696,1091,TRUE
1986,1988,3,3,18-29,-0.32749062089319614,0.7207300510479661,0.5957929660991099,0.8718662959125858,7.471362151762166e-4,55763,163,TRUE
1986,1988,3,3,30-39,-0.6736291767308951,0.5098548626874864,0.44242366100996455,0.5875634689443536,1.3136364955448343e-20,48111,220,TRUE
1986,1988,3,3,40-49,-0.665472966690503,0.5140303509700006,0.4607336268690363,0.573492331163075,9.821475497217548e-33,35155,342,TRUE
1986,1988,3,3,50-59,-0.6291653206021832,0.533036529987883,0.49399272498950714,0.5751662482631872,4.230893555214934e-59,27318,704,TRUE
1986,1988,3,3,60-69,-0.5324899225046242,0.5871412119958567,0.5573159442280949,0.6185626059944063,3.7482382278135175e-89,26059,1579,TRUE
1986,1988,3,3,70-79,-0.4437008439109966,0.6416573478204785,0.6130192911411187,0.6716332715167855,6.98925210736447e-81,16524,2064,TRUE
1986,1988,3,3,80-89,-0.3179355798816404,0.7276496621821346,0.6910326006590619,0.7662070217364515,1.5445658673936916e-33,5967,1359,TRUE
1987,1989,3,3,18-29,-0.3400851594918122,0.7117097113444917,0.6029639589956507,0.8400679769745797,5.8216567051680615e-5,64398,193,TRUE
1987,1989,3,3,30-39,-0.6172257077989582,0.539438924765988,0.4787433685837446,0.6078295233906365,3.871335630687077e-24,57136,290,TRUE
1987,1989,3,3,40-49,-0.7075131439930842,0.4928683673228718,0.44866516364431824,0.5414265407511979,2.749547163606948e-49,42833,412,TRUE
1987,1989,3,3,50-59,-0.5974064277901352,0.5502368661214316,0.5146743665581497,0.5882566308165404,9.302753528853106e-69,32028,791,TRUE
1987,1989,3,3,60-69,-0.5619206395678273,0.5701130299992008,0.5440879871698717,0.5973829134981272,7.567587176268198e-123,30392,1800,TRUE
1987,1989,3,3,70-79,-0.4497318311851222,0.6377991665369351,0.6128828885903421,0.6637283964165471,2.045647743563218e-108,19709,2435,TRUE
1987,1989,3,3,80-89,-0.3139517415450697,0.7305542827296797,0.698122871764307,0.7644923001389107,7.804887879390275e-42,7182,1627,TRUE
1988,1990,3,3,18-29,-0.31839061004207597,0.7273186349590078,0.6240316001179348,0.847701296951406,4.6153699166464846e-5,62515,193,TRUE
1988,1990,3,3,30-39,-0.5600873305062994,0.5711591820501992,0.5068856292144839,0.6435826790863989,3.741653358143386e-20,57575,302,TRUE
1988,1990,3,3,40-49,-0.7260995310247675,0.483792331725034,0.43941345800887793,0.532653281254796,1.6709990286078523e-49,43718,410,TRUE
1988,1990,3,3,50-59,-0.6277264502249325,0.5338040525111665,0.4990320001956687,0.5709989867696211,1.5651802933272989e-74,31572,734,TRUE
1988,1990,3,3,60-69,-0.557143557399458,0.5728430222958748,0.5472109593200357,0.5996757239672798,9.160543431095454e-126,29775,1785,TRUE
1988,1990,3,3,70-79,-0.44098238120747374,0.6434040424754284,0.6176369946515277,0.6702460595115178,2.956791339873087e-99,19780,2405,TRUE
1988,1990,3,3,80-89,-0.31870788608880163,0.727087910781361,0.6958368430695046,0.7597425104315709,7.020145238101504e-46,7336,1688,TRUE
1989,1991,3,3,18-29,-0.3326200583262636,0.7170425767644263,0.6157394150924945,0.8350124164387528,1.8672438003821757e-5,60605,192,TRUE
1989,1991,3,3,30-39,-0.5766412395532216,0.5617820927748783,0.4964375343989616,0.635727756050152,6.256083013475702e-20,57606,290,TRUE
1989,1991,3,3,40-49,-0.6479876505577774,0.5230973730233974,0.47644647998526407,0.5743160526077189,4.229543998289254e-42,44551,424,TRUE
1989,1991,3,3,50-59,-0.6677540236739611,0.5128591547387149,0.4796501011547581,0.5483674702998652,4.1115328721372226e-85,31529,756,TRUE
1989,1991,3,3,60-69,-0.5803842879786245,0.5596832456907098,0.5341827466713336,0.5864010724023213,2.0146028638715138e-131,28935,1692,TRUE
1989,1991,3,3,70-79,-0.4290437567407852,0.651131437168165,0.6248260050293516,0.6785443388335983,1.9900592837115005e-92,19747,2326,TRUE
1989,1991,3,3,80-89,-0.3276972984273996,0.7205811077303381,0.689385887791945,0.753187934381659,1.0103435144561626e-47,7377,1759,TRUE
1990,1992,3,3,18-29,-0.38495468321880044,0.68048147273588655,0.5875680392816802,0.7880875128996123,2.7572225061675004e-7,61218,220,TRUE
1990,1992,3,3,30-39,-0.6160422217590761,0.5400777211315478,0.4793127271999097,0.6085462127547296,4.7013090101172616e-24,59627,281,TRUE
1990,1992,3,3,40-49,-0.5860730588603725,0.5565083750575505,0.5074863039182393,0.6102658714491949,1.282559640517281e-35,46794,450,TRUE
1990,1992,3,3,50-59,-0.6934218031970873,0.49986270753410134,0.46731013346459255,0.5346828765104327,1.401253196378447e-90,32397,767,TRUE
1990,1992,3,3,60-69,-0.5995528315279394,0.5490571022330566,0.5238623919946653,0.575463530345639,4.0617837911448917e-138,29307,1679,TRUE
1990,1992,3,3,70-79,-0.4510732791117215,0.6369441657651169,0.610679306676548,0.6643386567495112,7.333814468225463e-98,20134,2328,TRUE
1990,1992,3,3,80-89,-0.31367038118742274,0.7307598606633333,0.7002559146866816,0.7625925933030194,3.9697120638578916e-47,7736,1909,TRUE
1991,1993,3,3,18-29,-0.48088671991116977,0.6182349474461278,0.5304237251245629,0.7205832472029008,7.62569399625922e-10,58029,203,TRUE
1991,1993,3,3,30-39,-0.670163383740427,0.5116249797545607,0.45440998246824826,0.5760439471136508,1.6449558926331502e-28,57936,266,TRUE
1991,1993,3,3,40-49,-0.6025805100218186,0.5473972478733555,0.4994471486883989,0.5999508611996686,5.600801143166196e-38,46770,468,TRUE
1991,1993,3,3,50-59,-0.6613509187358315,0.5161535817500362,0.4817102568065619,0.5530596789023202,1.3512739419789058e-78,31680,753,TRUE
1991,1993,3,3,60-69,-0.6189938763042684,0.5384859486081763,0.5132535559869152,0.5649588073303867,5.349964729134583e-141,28022,1574,TRUE
1991,1993,3,3,70-79,-0.48371956251568504,0.6164860634734818,0.5910500664453705,0.6430167054082508,4.072102495418262e-112,19659,2237,TRUE
1991,1993,3,3,80-89,-0.30097334248226043,0.7400975016460238,0.7086265331776415,0.7729661342011526,5.601971628075071e-42,7534,1868,TRUE
1992,1994,3,3,18-29,-0.43688650237343624,0.6460447517956838,0.5429337067040492,0.7687380911685693,8.457107866738494e-7,55810,182,TRUE
1992,1994,3,3,30-39,-0.6894954810550288,0.5018291875414076,0.4457181157230466,0.565004034130282,4.3239951838152525e-30,57148,275,TRUE
1992,1994,3,3,40-49,-0.6358149489737861,0.5295037938635596,0.483184207282316,0.5802637244558891,3.347885068605573e-42,47107,458,TRUE
1992,1994,3,3,50-59,-0.6386021125149071,0.5280300349520187,0.4915593319883648,0.5672066415332132,1.7633968820256845e-68,31588,715,TRUE
1992,1994,3,3,60-69,-0.6052274475918238,0.5459502374502151,0.5198761169723404,0.5733320920910941,8.49606485791326e-130,27250,1541,TRUE
1992,1994,3,3,70-79,-0.5344529094541268,0.5859897919401973,0.5614688265769873,0.6115816586854297,1.2954182620355669e-132,19541,2267,TRUE
1992,1994,3,3,80-89,-0.2818744871951912,0.7543683614802884,0.7231456253019679,0.7869391791796082,4.8976622609095605e-39,7634,1868,TRUE
1993,1995,3,3,18-29,-0.3450501635643085,0.7081848275016162,0.5868207598493128,0.8546489562371287,3.212421026415243e-4,50507,151,TRUE
1993,1995,3,3,30-39,-0.6880246894304421,0.5025678167590981,0.44400972055342397,0.5688488308931433,1.3560023640428135e-27,52533,268,TRUE
1993,1995,3,3,40-49,-0.6639943065964118,0.5147909893613587,0.46862970354722666,0.5654992859430216,1.2305323738933902e-43,44578,424,TRUE
1993,1995,3,3,50-59,-0.6094048079610376,0.543674363447224,0.5050455530979869,0.5852577290436939,4.574436297405977e-59,29454,680,TRUE
1993,1995,3,3,60-69,-0.6022480592810614,0.5475792607473805,0.5195952273029076,0.5770704406910355,3.977210511285462e-112,24690,1380,TRUE
1993,1995,3,3,70-79,-0.5250252117916347,0.5915404503842332,0.5665024196404703,0.6176851012619814,3.9163319714243265e-125,18103,2098,TRUE
1993,1995,3,3,80-89,-0.3137317440425708,0.7307150205276289,0.6992314132350039,0.7636162093381813,2.665855764233227e-44,7003,1688,TRUE
1994,1996,3,3,18-29,-0.27264685015739387,0.7613616148924531,0.6008995500323618,0.9646728951626367,0.023958014335638118,42939,139,TRUE
1994,1996,3,3,30-39,-0.7355302737754171,0.479251257209052,0.4183145018612246,0.5490647981710507,2.955677407692118e-26,44625,234,TRUE
1994,1996,3,3,40-49,-0.6277576295496696,0.5337874091207334,0.4792152474179133,0.5945741494475963,3.791760498689106e-30,38720,373,TRUE
1994,1996,3,3,50-59,-0.6116812852972489,0.5424381087673295,0.49966865221432416,0.5888684441962319,2.914393451312347e-48,25390,585,TRUE
1994,1996,3,3,60-69,-0.6290394930967523,0.5331036048645986,0.5014190992504822,0.566790243818892,4.815688284298803e-90,20538,1131,TRUE
1994,1996,3,3,70-79,-0.5158901512753,0.5969689653522839,0.5680520824907975,0.6273578718894137,3.471275636516982e-92,15264,1800,TRUE
1994,1996,3,3,80-89,-0.3228169235341443,0.7241064090759984,0.6875836454729483,0.7625691726630313,2.2823994919978303e-34,5951,1406,TRUE
1995,1997,3,3,18-29,-0.33394012990672123,0.7160966537172903,0.5656750058938715,0.9065177215224319,0.005507348907034751,40388,136,TRUE
1995,1997,3,3,30-39,-0.7617617913135014,0.46684322173207027,0.40774654692970236,0.5345050628098964,2.707246246700825e-28,41368,217,TRUE
1995,1997,3,3,40-49,-0.6474291534586032,0.5233896029860139,0.4701525137446768,0.5826549226164992,2.7479340418919436e-32,37159,353,TRUE
1995,1997,3,3,50-59,-0.6086892422485298,0.5440635374036401,0.5004685046512438,0.5914560656288174,2.7581754371012685e-46,24309,556,TRUE
1995,1997,3,3,60-69,-0.6668806408755873,0.5133072727632542,0.4815478187168005,0.547161353515767,4.443984328484602e-93,18449,988,TRUE
1995,1997,3,3,70-79,-0.5021031452931529,0.6052563780799172,0.5746335901403511,0.6375110844406856,4.060805866777208e-80,13891,1577,TRUE
1995,1997,3,3,80-89,-0.3178265128091911,0.727729029128639,0.6917330687015759,0.7655981241876763,1.165360091868363e-34,5757,1489,TRUE
1996,1998,3,3,18-29,-0.42187732919478027,0.6558144837500502,0.506915941022777,0.8484496191391616,0.0013240502574959853,38210,123,TRUE
1996,1998,3,3,30-39,-0.7789756359301266,0.45887582654246056,0.39686701531684526,0.5305732551668895,7.254072721861111e-26,38953,182,TRUE
1996,1998,3,3,40-49,-0.7436769385470491,0.4753628182850694,0.42386731142813394,0.5331144981351946,5.044360275960556e-37,35996,326,TRUE
1996,1998,3,3,50-59,-0.6322376802133783,0.5314013632781831,0.4869186526792609,0.5799478153898604,1.3133210289453713e-45,24307,525,TRUE
1996,1998,3,3,60-69,-0.6991919188268233,0.4969867472038664,0.4653675847694346,0.5307542574514582,1.624100446156534e-96,17495,941,TRUE
1996,1998,3,3,70-79,-0.5153189825667206,0.5973100327395234,0.5663554112055015,0.6299565046123196,2.499702604225349e-80,13309,1513,TRUE
1996,1998,3,3,80-89,-0.3266848912595219,0.7213109986198828,0.6864136883768005,0.7579824900642198,3.8659388436459185e-38,5926,1592,TRUE
1997,1999,3,3,18-29,-0.6200377277478879,0.5379241425454009,0.43353196725249316,0.6674533944221865,1.7748034169667822e-8,41826,128,TRUE
1997,1999,3,3,30-39,-0.7605489949093337,0.46740975098557663,0.4081448392237317,0.5352802591646628,4.072078121058902e-28,42217,202,TRUE
1997,1999,3,3,40-49,-0.8475874800557603,0.42844732382878753,0.3869190252251177,0.47443288473407763,1.0836275011903098e-59,39883,357,TRUE
1997,1999,3,3,50-59,-0.6804413915394842,0.5063934252553457,0.46674048736585066,0.549415163422147,3.9701660005924326e-60,27853,581,TRUE
1997,1999,3,3,60-69,-0.6456225527108891,0.5243360136698303,0.4927177962466686,0.5579832052454049,5.113412055895588e-92,19296,1036,TRUE
1997,1999,3,3,70-79,-0.5505559693925264,0.5766291330965287,0.5484116971365651,0.6062984412472425,1.3397677134571816e-102,14861,1657,TRUE
1997,1999,3,3,80-89,-0.3342823868088488,0.7158516066318853,0.6841225362141315,0.7490522466242154,2.444626515488447e-47,6879,1873,TRUE
1998,2000,3,3,18-29,-0.6683733736014567,0.5125416138030404,0.4182611780950909,0.6280738438988017,1.1607023049066159e-10,41193,130,TRUE
1998,2000,3,3,30-39,-0.718519799571072,0.48747328035668924,0.4230154079383606,0.5617530581683623,3.097400955686312e-23,40344,193,TRUE
1998,2000,3,3,40-49,-0.8651011378790212,0.42100897051969816,0.37927111648722045,0.46733997278706163,2.602743686359081e-59,39200,380,TRUE
1998,2000,3,3,50-59,-0.7017170427294119,0.4957333772124775,0.4573123791230935,0.53738230693366,3.577490917084406e-65,27989,584,TRUE
1998,2000,3,3,60-69,-0.5918714515856296,0.5532908581720921,0.5178786481931311,0.5911245323685281,7.282854595526233e-69,18696,976,TRUE
1998,2000,3,3,70-79,-0.5675352196368685,0.5669210539316577,0.5391253627633593,0.5961498077990718,1.751785040902797e-108,14369,1627,TRUE
1998,2000,3,3,80-89,-0.352153882909913,0.7031719075110792,0.6705160074667705,0.7374182361146295,9.840119747637507e-48,6785,1741,TRUE
1999,2001,3,3,18-29,-0.7428969555603311,0.47573373783251344,0.39352203120196766,0.5751205049964252,1.658236126071105e-14,41683,130,TRUE
1999,2001,3,3,30-39,-0.7065824573452453,0.4933272868534957,0.4292672044052585,0.5669471356224807,2.3633052073932286e-23,39848,190,TRUE
1999,2001,3,3,40-49,-0.8233458605764697,0.43896049411777377,0.398139770257539,0.48396651073435815,2.121863992785287e-61,39660,415,TRUE
1999,2001,3,3,50-59,-0.7032452731932642,0.4949763609584571,0.4570986790921407,0.5359927934910748,3.7246853863741864e-67,28771,610,TRUE
1999,2001,3,3,60-69,-0.5846112468783331,0.557322480557931,0.5207920800543457,0.5964152667276215,4.3739068319965735e-64,18550,926,TRUE
1999,2001,3,3,70-79,-0.5622764749967597,0.5699101996738792,0.5410511474752505,0.6003085608596332,8.162136842855399e-100,14122,1582,TRUE
1999,2001,3,3,80-89,-0.34318819534801126,0.7095046735160355,0.6754781381442905,0.7452452615625057,1.2240190127503802e-42,6730,1709,TRUE
2000,2002,3,3,18-29,-0.5546383260845612,0.5742799257100429,0.47008510318624264,0.7015696324732721,5.640494730588426e-8,40923,125,TRUE
2000,2002,3,3,30-39,-0.6210081405864766,0.5374023872512508,0.4679692772420658,0.6171373632161659,1.3928722360687746e-18,38748,186,TRUE
2000,2002,3,3,40-49,-0.7272348471404936,0.4832433861664948,0.43720478338986163,0.5341299527032468,5.427667214800591e-46,39109,396,TRUE
2000,2002,3,3,50-59,-0.6983969345902051,0.497382000923123,0.45856566671073623,0.5394840320619615,1.1193417919664114e-63,28792,591,TRUE
2000,2002,3,3,60-69,-0.6257459209718402,0.5348623146662428,0.4991623588892296,0.5731155215443942,1.5928358075798176e-70,18261,856,TRUE
2000,2002,3,3,70-79,-0.5168326510007598,0.5964065873285282,0.5652318328803305,0.6293007518636508,2.0806764943921e-79,13776,1524,TRUE
2000,2002,3,3,80-89,-0.3499436532723661,0.7047277977052687,0.6706281251033912,0.7405613487832032,1.7027291571828907e-43,6738,1703,TRUE
2001,2003,3,3,18-29,-0.45126575696196014,0.6368215799192769,0.4970080766749802,0.8159660651070045,3.596212124468573e-4,38887,115,TRUE
2001,2003,3,3,30-39,-0.4406164942332895,0.6436394987062647,0.5528087598509484,0.7493944278425513,1.3723881491824739e-8,36678,167,TRUE
2001,2003,3,3,40-49,-0.6764871699709922,0.5083997812334151,0.4579493170460807,0.5644081734315066,7.000275925340287e-37,37591,326,TRUE
2001,2003,3,3,50-59,-0.6928937088820799,0.5001267519022627,0.46138467997395216,0.5421219620522046,1.1796454784388736e-63,28384,586,TRUE
2001,2003,3,3,60-69,-0.6698846519128829,0.5117676057964701,0.4776017463134027,0.548377564287188,1.6250831071120674e-80,17844,837,TRUE
2001,2003,3,3,70-79,-0.5197321896831811,0.5946797880286151,0.5620384608478175,0.6292168150846785,8.732543842855781e-73,13121,1413,TRUE
2001,2003,3,3,80-89,-0.3404294346742083,0.7114647295268052,0.6773505016962347,0.747297093739591,5.337337891013636e-42,6607,1705,TRUE
2002,2004,3,3,18-29,-0.5021319039756731,0.6052389719541865,0.46041476619945926,0.7956178647264914,3.201188762934145e-4,37480,110,TRUE
2002,2004,3,3,30-39,-0.4480519602632856,0.6388714872387841,0.5430570476590328,0.7515909773497013,6.5002351215634e-8,35100,162,TRUE
2002,2004,3,3,40-49,-0.6264705841855379,0.5344748600264287,0.4799445355729605,0.5952008093169432,3.734328325554174e-30,36624,294,TRUE
2002,2004,3,3,50-59,-0.718760341266546,0.48735603680888023,0.4488783519532552,0.5291320144545371,9.012133480948729e-66,28425,541,TRUE
2002,2004,3,3,60-69,-0.7120698217757341,0.4906276340106569,0.4569553228837327,0.5267812042013187,8.71142598298471e-86,17870,801,TRUE
2002,2004,3,3,70-79,-0.5429518769930555,0.5810305876298338,0.5484909373650558,0.6155006778840869,3.976550469334413e-76,12874,1332,TRUE
2002,2004,3,3,80-89,-0.3166084565017563,0.72861598413358,0.6935774080234921,0.7654246608865377,2.362482013097995e-36,6803,1717,TRUE
2003,2005,3,3,18-29,-0.4198689042975965,0.6571329614756898,0.49427326004401245,0.8736538347620886,0.003858354609836533,37858,115,TRUE
2003,2005,3,3,30-39,-0.588976227655934,0.5548950802752726,0.46120394018101557,0.6676190797347736,4.3223947771411854e-10,34579,134,TRUE
2003,2005,3,3,40-49,-0.7060601820644679,0.4935850067952715,0.44199641190019145,0.5511948793559487,4.764201494451368e-36,37007,288,TRUE
2003,2005,3,3,50-59,-0.6703039436678099,0.5115530708384335,0.47259600158984044,0.5537214521576623,8.822251271266885e-62,29779,568,TRUE
2003,2005,3,3,60-69,-0.7230989355958612,0.4852461768939155,0.45190339239234745,0.5210490918061728,3.431403326314336e-88,18613,814,TRUE
2003,2005,3,3,70-79,-0.5830032530759491,0.5582193725577324,0.5273327384582762,0.5909150810734343,1.224946677750295e-89,12753,1276,TRUE
2003,2005,3,3,80-89,-0.2878061318957208,0.749906961188336,0.7130480300462225,0.7886712069063148,4.4537853196993895e-29,7096,1695,TRUE
2004,2006,3,3,18-29,-0.3951799094710928,0.6735588487313084,0.5145851618957142,0.8816451703210764,0.004014338370620696,36752,114,TRUE
2004,2006,3,3,30-39,-0.6907856119386344,0.5011821796604323,0.4134479558850888,0.6075337261529339,1.9842040082081696e-12,32789,134,TRUE
2004,2006,3,3,40-49,-0.7442232229733784,0.4751032058981424,0.42325706134277563,0.5333001546119284,1.5711965767511094e-36,35443,276,TRUE
2004,2006,3,3,50-59,-0.6474456033136994,0.5233809933736996,0.4810369818815326,0.5694524008391149,3.935352067928325e-51,29242,547,TRUE
2004,2006,3,3,60-69,-0.7581827420663267,0.4685170702196676,0.4341607920510219,0.5055920504710721,8.628205125835708e-85,18254,742,TRUE
2004,2006,3,3,70-79,-0.5561727022763614,0.5733994399355542,0.538551284760899,0.6105025222702403,1.0595395846649786e-67,12066,1148,TRUE
2004,2006,3,3,80-89,-0.27655110093011986,0.7583948634585326,0.7176618459692085,0.8014398036494806,9.384294220762332e-23,6847,1569,TRUE
2005,2007,3,3,18-29,-0.1916898255984619,0.8255628972604344,0.6445101288201704,1.057476161904056,0.12913007902882895,35253,98,TRUE
2005,2007,3,3,30-39,-0.7512014774452467,0.47179935578741217,0.384734478290317,0.578566894005921,5.303763112102134e-13,30591,118,TRUE
2005,2007,3,3,40-49,-0.7825916807705404,0.45721950744437045,0.4036413723660281,0.5179094421423761,8.349749213361564e-35,33087,246,TRUE
2005,2007,3,3,50-59,-0.7195544615835955,0.4869691711077009,0.44689554846891905,0.5306362402171342,1.319250925375017e-60,28137,547,TRUE
2005,2007,3,3,60-69,-0.7123050282596471,0.49051224878015975,0.4521101356336545,0.53217622707386,9.68907436118122e-66,17603,688,TRUE
2005,2007,3,3,70-79,-0.5366214653347708,0.5847204171833853,0.5464313039506341,0.6256924956517498,2.180743990402415e-54,11106,1011,TRUE
2005,2007,3,3,80-89,-0.32381843696649254,0.7233815698095764,0.6831211632225234,0.766014762405642,1.514390522864985e-28,6355,1434,TRUE
2006,2008,3,3,18-29,-0.17395576717493272,0.8403340671861607,0.6487585632222864,1.0884809611856796,0.18759526851891858,33323,76,TRUE
2006,2008,3,3,30-39,-0.6423195453383501,0.5260707627560248,0.43045181044132624,0.6429301508639581,3.478915758221147e-10,28341,115,TRUE
2006,2008,3,3,40-49,-0.787047697781733,0.4551866621017583,0.3995698551449311,0.5185448669049045,2.5129428195915245e-32,30311,214,TRUE
2006,2008,3,3,50-59,-0.7790923227224771,0.4588222849180351,0.41717171982024814,0.5046312564718313,6.122785075251644e-58,26345,514,TRUE
2006,2008,3,3,60-69,-0.6919879944647169,0.5005799291055537,0.45894795837007196,0.545988408605723,5.3400681483441315e-55,16744,644,TRUE
2006,2008,3,3,70-79,-0.49791176066216036,0.6077985642791969,0.5657917538681139,0.6529241407536752,2.7893760286931883e-42,10206,913,TRUE
2006,2008,3,3,80-89,-0.3597777855077914,0.6978313770882084,0.6584182277387993,0.7396038115791811,7.405763705102692e-34,5855,1328,TRUE
2007,2009,3,3,18-29,-0.259388573693923,0.7715231711816303,0.609546290457613,0.9765427384083998,0.030975487326963157,35656,76,TRUE
2007,2009,3,3,30-39,-0.6730991460062675,0.5101251730598845,0.4163882122772615,0.6249641188595861,8.163898319819599e-11,30023,106,TRUE
2007,2009,3,3,40-49,-0.7867586031985941,0.455318273123189,0.3935402235869831,0.5267942573958028,3.879864490753123e-26,32057,232,TRUE
2007,2009,3,3,50-59,-0.8635187610717107,0.42167569271406885,0.3834665798110943,0.4636920117353744,5.0852195659335036e-71,28597,526,TRUE
2007,2009,3,3,60-69,-0.6446272448941738,0.5248581492025058,0.48264367204675057,0.570764919834267,2.6278489849072833e-51,18750,712,TRUE
2007,2009,3,3,70-79,-0.49129231988514244,0.6118351962635659,0.5685713703665384,0.6583910602912535,2.211741423930308e-39,10847,973,TRUE
2007,2009,3,3,80-89,-0.3720993194096404,0.6892857796677233,0.6524720681424729,0.7281765906159768,2.7477473331538627e-40,6437,1458,TRUE
2008,2010,3,3,18-29,-0.2652502863722837,0.7670139528099811,0.6070742999258916,0.9690912691856824,0.026208879862760423,38637,88,TRUE
2008,2010,3,3,30-39,-0.5953624154866666,0.5513627072702068,0.4574392534987215,0.6645709406072675,4.145663457212581e-10,32183,123,TRUE
2008,2010,3,3,40-49,-0.7768994499081437,0.4598295278073903,0.3979443112057347,0.531338653900879,5.990624122146279e-26,34005,248,TRUE
2008,2010,3,3,50-59,-0.8016034527778774,0.4486090636589642,0.40999775916439835,0.49085656567278113,3.05615229754171e-68,30783,578,TRUE
2008,2010,3,3,60-69,-0.6430890109299977,0.5256661251026528,0.48670891234507974,0.5677415557258619,3.1720561636546443e-60,20877,811,TRUE
2008,2010,3,3,70-79,-0.5155993247297992,0.5971426050225375,0.557832570908168,0.6392227871394826,8.083898902646685e-50,11718,1075,TRUE
2008,2010,3,3,80-89,-0.33918800643429875,0.7123485103955007,0.6765837822755671,0.7500037889705319,4.168481698958496e-38,7024,1594,TRUE
2009,2011,3,3,18-29,-0.4088869407963056,0.6643893434062457,0.5378052585467827,0.8207677270105838,1.4977599899832481e-4,43228,99,TRUE
2009,2011,3,3,30-39,-0.6398096116879814,0.52739282391478,0.44249841606054596,0.6285744324082475,9.001998594716828e-13,35829,141,TRUE
2009,2011,3,3,40-49,-0.7535769690465955,0.47067993049930845,0.40776714290877697,0.5432992844751968,7.510484404670613e-25,37452,288,TRUE
2009,2011,3,3,50-59,-0.8183143874958327,0.44117467765869556,0.40736581771099734,0.477789465254879,5.30162969277634e-90,34424,630,TRUE
2009,2011,3,3,60-69,-0.7107441451279104,0.49127847891747173,0.4584222018507978,0.5264896483482668,4.497347449222907e-90,24345,957,TRUE
2009,2011,3,3,70-79,-0.5635652209757098,0.5691762032647364,0.533690494851144,0.6070213981480396,5.420338752969444e-66,13340,1214,TRUE
2009,2011,3,3,80-89,-0.3133564851495319,0.7309892792931609,0.6967287827803224,0.7669344795965078,1.7605601795314412e-37,7997,1826,TRUE
2010,2012,3,3,18-29,-0.4196692032776328,0.6572642047026153,0.5289433189116131,0.8167155521923669,1.525280640963699e-4,46124,108,TRUE
2010,2012,3,3,30-39,-0.6190430431083824,0.5384594736258734,0.4577850761955767,0.6333509321601039,7.714357724937213e-14,38105,161,TRUE
2010,2012,3,3,40-49,-0.6737905047662452,0.5097726154387471,0.4513251328832154,0.5757891606681342,2.1185076840369344e-27,39324,317,TRUE
2010,2012,3,3,50-59,-0.7645059075000178,0.4655639057893321,0.43205790162319135,0.5016682939011518,1.5951523698726986e-89,37535,713,TRUE
2010,2012,3,3,60-69,-0.7118704457473826,0.49072546315179416,0.4597054318646344,0.5238386660100476,2.7112611565850775e-101,27214,1064,TRUE
2010,2012,3,3,70-79,-0.5685792250958298,0.5663294941061272,0.5349498148981542,0.5995498773199195,4.148111288712205e-85,14600,1331,TRUE
2010,2012,3,3,80-89,-0.28745220058062976,0.7501724237202857,0.7169665390245927,0.7849162194877056,1.5044981225040208e-35,8793,2055,TRUE
2011,2013,3,3,18-29,-0.5657812434611806,0.5679162925109796,0.46166573719056214,0.6986199956317877,8.621199178439678e-8,47507,113,TRUE
2011,2013,3,3,30-39,-0.7030373428833465,0.4950792922474897,0.4156391984127774,0.5897025750898004,3.317082599319124e-15,39821,173,TRUE
2011,2013,3,3,40-49,-0.6373884682578727,0.5286712646051156,0.46983441627058636,0.5948761868866729,3.382143028606462e-26,40489,334,TRUE
2011,2013,3,3,50-59,-0.7728215025306734,0.4617085170300712,0.42858158731075346,0.49739597082489695,5.193496260038459e-92,39928,751,TRUE
2011,2013,3,3,60-69,-0.695507638168053,0.4988211630406305,0.4679378368828652,0.531742751034456,6.136603223373861e-101,29558,1118,TRUE
2011,2013,3,3,70-79,-0.570547148324422,0.5652160970389376,0.5339471782959064,0.5983161805845972,5.889319461651954e-86,15986,1448,TRUE
2011,2013,3,3,80-89,-0.2994838483945584,0.7412006938942531,0.7083698220172654,0.7755531807733222,2.170143973566488e-38,9475,2232,TRUE
2012,2014,3,3,18-29,-0.575970885888669,0.5621588117128029,0.4422248365232874,0.7146195859800131,2.5468473114574415e-6,48247,124,TRUE
2012,2014,3,3,30-39,-0.8736720735228642,0.41741594949939015,0.3503584219319224,0.497308082208262,1.40116332491988e-22,40685,182,TRUE
